,S010_006,S011_006,S014_006,S022_006,S026_006,S032_006,S035_006,S037_006,S042_006,S044_006,S045_006,S046_006,S050_006,S052_006,S055_006,S056_006,S057_006,S058_006,S060_006,S062_006,S064_006,S065_006,S066_006,S067_006,S068_006,S069_006,S071_006,S072_006,S073_006,S075_006,S076_006,S077_006,S078_006,S080_006,S081_006,S082_006,S083_006,S085_006,S087_006,S093_006,S094_006,S095_006,S098_006,S100_006,S105_006,S106_006,S108_006,S110_006,S112_006,S113_006,S114_006,S115_006,S116_006,S117_006,S118_006,S119_006,S120_006,S122_006,S124_006,S125_006
S045_006,0.9999601808614462,0.9999382576669809,0.9999621885311802,0.9999768280749584,0.9999641765309145,0.9999618516695253,0.9999226786072593,0.999977867235274,0.9999768711815594,0.9999805277453876,1.0,0.9999217805925733,0.9999183857427576,0.9999485886969237,0.9999594090927374,0.9999776069551796,0.9999223361906766,0.999980694925134,0.9999571584273058,0.9999363496591823,0.9999433905515008,0.9999439713936721,0.9999660517949871,0.9997807664850216,0.9999366913968624,0.9999466707642228,0.9999461860847669,0.9999574365536247,0.999946394926472,0.999897519304556,0.9999528369192158,0.9999436236494771,0.9999745526914096,0.9999444762839572,0.9999548441892921,0.9998737643026174,0.9999226314163444,0.999940584018604,0.9999217110760902,0.9999816794750119,0.9999781553780115,0.9999591327920322,0.9999611100678834,0.9999576634409445,0.999975385306036,0.9999341158412628,0.9999582632951187,0.999978152512324,0.9998526916945039,0.9999560974313191,0.9999646768638947,0.9999525289276497,0.9999397452358397,0.9999866925846884,0.9999384027599197,0.9999275912796775,0.9999418218067397,0.9999609245843335,0.9999933865903673,0.9999503555750962
S046_006,0.9999424842948509,0.9999948273830325,0.9999343935711107,0.9999780064456998,0.9999701765512757,0.9999730691990274,0.9999848873174634,0.9999403326454182,0.9999374528552164,0.9999534398677512,0.9999217805925733,1.0,0.9998858024119932,0.9999771245640942,0.9999026838480025,0.9999350381928284,0.9997986790794748,0.9999424656321046,0.9999463385875248,0.9999099848274647,0.9999619334920089,0.9999285264820866,0.9999621654701849,0.9997805629828369,0.9999768459184022,0.9999538278696345,0.9999428620705273,0.9999873952876387,0.9999624907445511,0.9998724346185234,0.9999500428602588,0.9999579787471322,0.9999440300797666,0.9999809806646127,0.9999875930283987,0.9999124014431693,0.9999723262367753,0.9999701601173446,0.9999780809142729,0.9998797438478264,0.9999264105730036,0.9999480372551904,0.9999725462996125,0.9999808552407223,0.9999503335445373,0.999983084478768,0.9999383645364552,0.9999492677762916,0.9999507575444542,0.9999194095459358,0.9999823809900308,0.9999504732690028,0.9999281099867734,0.9999645017969266,0.9999867672159778,0.9999872984736481,0.9999654191719849,0.9999700242448056,0.9999329904415775,0.9999245518404695
S050_006,0.9999585981057042,0.999913005459266,0.9999102285075852,0.999942753274342,0.9999097212758862,0.9999406573019393,0.999883581704548,0.9998936685851351,0.9999223490514101,0.99994148807629,0.9999183857427576,0.9998858024119932,1.0,0.9998799751548003,0.9999509632982695,0.9998717188540666,0.9998822239090234,0.9999437140440404,0.9999492665092734,0.9999177007284016,0.9999341453044089,0.9999488547752511,0.9998915894023102,0.9997979437163488,0.9999150336327212,0.9998917893510273,0.9999084513939259,0.9999037136398375,0.9999178885955654,0.9999699398764137,0.9999515219193555,0.9999087172279234,0.9999319864826686,0.9999335929184521,0.999931899147016,0.9999669138948495,0.9998514378864682,0.9999271952990715,0.9999236844414543,0.9998872495683073,0.9999485632533914,0.9999336070601161,0.9999169535406004,0.9999282759787345,0.9999704987063671,0.9998844088376199,0.9998910072734869,0.99993786130197,0.9997717280478098,0.9999485074337056,0.9999370612861006,0.9999306399352409,0.9999567418546579,0.9999201975809041,0.9998885182377011,0.9998943617405007,0.9999147838505932,0.9999036068804614,0.9998989336661978,0.999968017530619
S052_006,0.9999189366315976,0.9999758172515726,0.9999561697701899,0.9999744399298776,0.9999901804851246,0.9999833747422163,0.9999815476460263,0.999929363977005,0.9999426780787097,0.9999649614417918,0.9999485886969237,0.9999771245640942,0.9998799751548003,1.0,0.9999184452555837,0.9999507621748686,0.9998886956502175,0.999940564115922,0.9999757434069533,0.9998859658885109,0.999973543515036,0.9999168234963851,0.9999939477951534,0.9997483918696592,0.9999550868268017,0.9999907906220079,0.9999722398480317,0.9999900449460101,0.999965739486378,0.9998473370155588,0.9999355552819089,0.9999825898460921,0.9999764610568197,0.999982923570631,0.9999668555309843,0.9998929226483505,0.9999683130089212,0.999966859955617,0.9999440564251993,0.9999374633694227,0.9999419455340303,0.9999690348450969,0.9999845811446568,0.9999589433752893,0.9999577179891836,0.9999822582721113,0.9999441429916137,0.9999534917796377,0.9999615244696622,0.9999475632124472,0.999986391835088,0.9999388392115652,0.9999506794090649,0.9999688310190807,0.9999873475025296,0.9999802245336669,0.9999676951467745,0.9999782259162039,0.9999574449240162,0.9999058535403427
S055_006,0.9999620647272924,0.999915921387962,0.9999775246249162,0.9999617678970018,0.9999349072377178,0.999964752396906,0.9998784137678234,0.9999368518192799,0.9999835593670683,0.9999744682523197,0.9999594090927374,0.9999026838480025,0.9999509632982695,0.9999184452555837,1.0,0.9999538066536878,0.9999169262624832,0.9999734127943595,0.9999504922930806,0.9999488041101617,0.9999671239891961,0.9999331827458146,0.9999185224330099,0.9997095961330971,0.9998948742503773,0.9999382676171785,0.9999170029360268,0.9999476346753202,0.9999099989252298,0.9998976090035648,0.999942220157188,0.9999573033054353,0.9999774311650402,0.9999527911947306,0.9999319581747202,0.9999475245901972,0.9998997126638827,0.9999540944093718,0.9999231927347301,0.9999405493729885,0.9999636198578316,0.9999831111673068,0.9999658332461343,0.9999232602378922,0.9999700098764669,0.9998838556671221,0.9999336937261433,0.9999713770427359,0.9997948798526507,0.9999853998072328,0.9999624024523157,0.9998969728022277,0.9999498509864364,0.9999521122840774,0.9999403200036793,0.9999252497003511,0.999962278355892,0.9999194329309543,0.9999372661973825,0.9999758233377158
S056_006,0.9999501670366197,0.999937723221172,0.9999831848772723,0.999972378735665,0.9999663168376682,0.9999633205027414,0.999917252664983,0.9999656227497082,0.9999790174406786,0.9999620607055265,0.9999776069551796,0.9999350381928284,0.9998717188540666,0.9999507621748686,0.9999538066536878,1.0,0.9998792925245169,0.9999616277988046,0.9999279172125008,0.9999586077987581,0.9999420273570432,0.9999311924744007,0.9999484469236491,0.9997464492832796,0.9999281502839227,0.9999386677386083,0.9999317137416468,0.9999658143041233,0.9999376552479058,0.9998606084697081,0.9999415881649993,0.9999527981581021,0.9999701578610143,0.9999399907792277,0.9999525939532791,0.9998564874067133,0.9999587835716106,0.9999471936957884,0.9999404572541458,0.9999444081015112,0.9999562350689312,0.9999567880534992,0.9999653123895784,0.9999414063431118,0.9999487983880097,0.9999345165581978,0.9999293779804234,0.9999636354289524,0.9998739715365575,0.9999394554001445,0.9999634426200458,0.9999258788615529,0.9998949656715174,0.9999747394521015,0.9999597769549106,0.9999429510918704,0.9999680955533019,0.9999436828585249,0.9999657239974968,0.9999368990378895
S057_006,0.9998515596104,0.9998297223037946,0.9999101935261945,0.9998851858107703,0.9999087378185932,0.999904560172722,0.9998228545698702,0.9998279570326734,0.9998914028003665,0.9998995693002003,0.9999223361906766,0.9997986790794748,0.9998822239090234,0.9998886956502175,0.9999169262624832,0.9998792925245169,1.0,0.9998852384597209,0.999934211783566,0.9998144295894936,0.999905987163395,0.9998729525208688,0.9999105533199035,0.9996185175707482,0.9998245287297384,0.9999198967791926,0.9998980254396211,0.9998707180987951,0.999857619005013,0.999814339829667,0.9998705153289241,0.999918824180098,0.9999470367298171,0.9998763285051246,0.9998336896797194,0.9998300508290842,0.9998096596838231,0.9998536039043298,0.9998050916212519,0.9999583894357674,0.9999020542401647,0.9999200500026518,0.9998987665096165,0.9998227613382445,0.9999200934102267,0.9998403957894311,0.9998463613528683,0.9998993767917205,0.9997608305189393,0.9999446416908261,0.9998916947053325,0.9998475979273048,0.9999201720711405,0.9998875270361796,0.999855833307914,0.9998274552904107,0.9998720007135163,0.9998827979359816,0.999897087686936,0.999864259925562
S058_006,0.9999863485901145,0.9999601989823073,0.9999529673325265,0.9999855253719458,0.9999499759206956,0.9999634434146972,0.9999177388348852,0.999985400812652,0.9999924982074769,0.9999846364617156,0.999980694925134,0.9999424656321046,0.9999437140440404,0.999940564115922,0.9999734127943595,0.9999616277988046,0.9998852384597209,1.0,0.9999513413345924,0.9999414059175376,0.999967137010507,0.9999608341033797,0.9999486172149608,0.9997378103975376,0.9999493975243978,0.9999438998912045,0.9999164019619506,0.9999696334718917,0.9999269727746197,0.9999038151804189,0.9999734281256408,0.9999522213207536,0.999968559916392,0.9999615419963361,0.9999656823543817,0.9999261674351901,0.9999092059936218,0.9999478753623617,0.9999439662497822,0.9999585675761755,0.999960966363085,0.9999713836989692,0.9999748591805089,0.999970461196965,0.9999872025532192,0.9999253948318665,0.9999751473921639,0.9999971563025278,0.9998285094286,0.9999722676999638,0.9999741111503311,0.9999493848395267,0.9999581781805197,0.9999906459010537,0.9999534968005509,0.9999352992072654,0.9999466577152076,0.9999699367097061,0.9999731023439409,0.9999858571274414
S060_006,0.9999340446253001,0.9999561898392354,0.9999559910251874,0.9999720142821386,0.9999772773646347,0.9999867585008391,0.9999623219312243,0.9999197220392724,0.9999426572100392,0.9999791838646693,0.9999571584273058,0.9999463385875248,0.9999492665092734,0.9999757434069533,0.9999504922930806,0.9999279172125008,0.999934211783566,0.9999513413345924,1.0,0.9998958567699519,0.9999762430949788,0.9999291738216882,0.9999816625885531,0.9997903949512377,0.9999406637895688,0.9999831080162397,0.9999829406001697,0.9999688415023618,0.999969393447731,0.9999083000581361,0.9999425365162585,0.9999735333098004,0.9999839722781516,0.999984417881384,0.9999603361803239,0.9999415036978696,0.9999327943801776,0.9999722148452299,0.9999331924497554,0.9999493843739484,0.9999719729831762,0.9999787976581616,0.9999744928734511,0.9999560081469331,0.9999797452344285,0.9999571329474709,0.999943780762273,0.9999570606182797,0.9999101385029953,0.9999724158390364,0.999983985832184,0.9999434461908863,0.9999864489544481,0.9999596425738718,0.9999596643489409,0.9999634381756262,0.9999604618199611,0.9999608690639764,0.999958022662972,0.999933095883569
S062_006,0.9999699599319742,0.9999165779879965,0.9999601120572414,0.9999558764717829,0.9999271942739362,0.9999436859265679,0.9998847624154604,0.9999354590342482,0.9999509102735824,0.9999325506342251,0.9999363496591823,0.9999099848274647,0.9999177007284016,0.9998859658885109,0.9999488041101617,0.9999586077987581,0.9998144295894936,0.9999414059175376,0.9998958567699519,1.0,0.9999084868803978,0.9999467983759578,0.9998799437480912,0.9998239522221656,0.9999221480589745,0.9998664063265945,0.9999010443736182,0.9999212423733586,0.9999308997372658,0.9999382722807141,0.9999494538933722,0.9999043553736382,0.9999290365232629,0.9999136054304997,0.9999512018870789,0.9998921352201242,0.9999338674473217,0.9999396336870974,0.9999629019908901,0.9998641516015573,0.999951935917096,0.999920392654068,0.9999201758157825,0.999933096947766,0.999937209794622,0.9999021378285875,0.9998708699269129,0.9999329164217087,0.9998097310012565,0.9999072628742779,0.9999373495075098,0.9999276287798761,0.9998630837885542,0.999936191525759,0.9999168013111847,0.9999188384983733,0.9999572870639298,0.999889526344214,0.9999105430965507,0.9999585478996991
S064_006,0.9999523629612815,0.9999699484475911,0.9999661850230718,0.9999785421439652,0.9999702198739447,0.9999858297547819,0.9999418692747236,0.99992850436008,0.9999715061506613,0.9999735904510361,0.9999433905515008,0.9999619334920089,0.9999341453044089,0.999973543515036,0.9999671239891961,0.9999420273570432,0.999905987163395,0.999967137010507,0.9999762430949788,0.9999084868803978,1.0,0.9999429391518037,0.9999637065819432,0.9996909989393145,0.9999429660330298,0.9999835964985533,0.9999402206873268,0.9999866712211242,0.9999341941909377,0.999872858257218,0.9999582434101254,0.9999945309508517,0.9999862630393244,0.9999895821770463,0.9999588204225571,0.9999579455479627,0.9999326138739518,0.9999683919554171,0.9999508666683166,0.9999371263512005,0.999940525384116,0.9999933293420095,0.9999949723580118,0.9999490228232696,0.999979440238028,0.9999440373316177,0.9999489489594877,0.9999782402340853,0.9998874998876724,0.9999887930871764,0.9999896843615282,0.9999229652953977,0.9999773141043413,0.9999670979709004,0.9999852076949788,0.9999654182955655,0.9999748179657197,0.999969823583929,0.9999365208540107,0.9999590471118813
S065_006,0.999984141388644,0.999956800659407,0.9999295965993774,0.9999727726908899,0.9999529745125006,0.9999493424065172,0.9999104959132972,0.9999318037166849,0.9999507638450172,0.9999297918679354,0.9999439713936721,0.9999285264820866,0.9999488547752511,0.9999168234963851,0.9999331827458146,0.9999311924744007,0.9998729525208688,0.9999608341033797,0.9999291738216882,0.9999467983759578,0.9999429391518037,1.0,0.9999210629944512,0.9997667965941963,0.9999742210163816,0.999901482113921,0.9998987830974023,0.9999382241584199,0.9999277138513248,0.9999446193490804,0.9999975033543859,0.9999355158879268,0.999943939785612,0.9999295254132802,0.9999591624559243,0.9999052533563065,0.9999001281643727,0.9999118669414808,0.9999662105582814,0.9999099103622721,0.9999272265841962,0.9999273395140387,0.9999394519532678,0.9999474049374882,0.9999782117597948,0.9999377015569422,0.9998887350209043,0.9999665941269599,0.9998239262878447,0.9999401128181702,0.9999511558349884,0.999975189974743,0.9999203274654088,0.9999636944971684,0.999926458511121,0.9999042510613845,0.9999328881069109,0.9999571505874869,0.9999200862000572,0.999974709094043
S066_006,0.9999218661939626,0.9999680524934247,0.99994728197741,0.9999740072982156,0.9999876284285415,0.9999769902159612,0.9999767848404439,0.9999401010518725,0.9999424044760621,0.9999707585385635,0.9999660517949871,0.9999621654701849,0.9998915894023102,0.9999939477951534,0.9999185224330099,0.9999484469236491,0.9999105533199035,0.9999486172149608,0.9999816625885531,0.9998799437480912,0.9999637065819432,0.9999210629944512,1.0,0.9997680890959219,0.9999547543051505,0.9999870992202218,0.9999760442541898,0.9999804770143542,0.9999675733379009,0.9998608103111428,0.9999376448801378,0.9999707313929993,0.9999761117449634,0.9999743558401941,0.9999635878781477,0.999881225017695,0.999950540058299,0.9999561295558577,0.999929023247334,0.999960445317542,0.9999537071115084,0.9999632812319327,0.9999764423633808,0.9999625708503402,0.9999656454702529,0.9999780879167239,0.999954077377562,0.9999583012099461,0.9999447237586421,0.999948391134422,0.9999806833442809,0.9999512311566351,0.9999592166707904,0.999975566493158,0.9999700237868164,0.9999646441530027,0.9999505790601732,0.9999824986579764,0.9999760110399768,0.9999076232284683
S067_006,0.9997839733053909,0.9997795293628712,0.9997525496704199,0.999799279781,0.9997944242481915,0.9997976308383985,0.9998386293263432,0.999766801823,0.9997011554651506,0.9997834885140292,0.9997807664850216,0.9997805629828369,0.9997979437163488,0.9997483918696592,0.9997095961330971,0.9997464492832796,0.9996185175707482,0.9997378103975376,0.9997903949512377,0.9998239522221656,0.9996909989393145,0.9997667965941963,0.9997680890959219,1.0,0.9998155423479257,0.9996954888059428,0.9998572002919975,0.9997403574073978,0.9998975638072253,0.9999012818043507,0.9997724446852162,0.999683935010554,0.9997364124626459,0.9997683050055167,0.9998476935992233,0.9997197019182076,0.999820736936675,0.9998197188259793,0.9998215108484925,0.9996681737148659,0.9998623193051204,0.9997076890307734,0.9997124704903598,0.999844295828441,0.9997765408377387,0.9998278563633651,0.9997041013342364,0.9997131764134851,0.9997776651516578,0.9996701740248105,0.9997820900547205,0.9998601140114781,0.9997184537255138,0.9997639656177013,0.9997218930451046,0.9998029674434766,0.999776776843148,0.9997256936963513,0.9997906429150294,0.999738483639232
S068_006,0.9999650497739055,0.9999903835905835,0.9999169621323653,0.9999807459472823,0.9999708509027225,0.9999598748884562,0.999970457975947,0.9999430448736121,0.9999321538434099,0.9999381509683452,0.9999366913968624,0.9999768459184022,0.9999150336327212,0.9999550868268017,0.9998948742503773,0.9999281502839227,0.9998245287297384,0.9999493975243978,0.9999406637895688,0.9999221480589745,0.9999429660330298,0.9999742210163816,0.9999547543051505,0.9998155423479257,1.0,0.9999248290051593,0.9999307986957271,0.9999638031868445,0.9999626394648743,0.9999228059731539,0.999983145134117,0.999937926799163,0.999935810980873,0.999954141854276,0.999986906788004,0.9998925190559073,0.9999431279585898,0.999936552658603,0.9999804774331039,0.9998941459080605,0.9999277302825164,0.9999228066343574,0.9999497519609245,0.9999811597842263,0.9999673078800329,0.9999842488870657,0.9999145647704972,0.9999556588904025,0.9999124388238202,0.9999134778620029,0.999967355877649,0.9999908418639151,0.9999223739371623,0.9999719406459209,0.9999539040420333,0.9999483218557274,0.9999395543091909,0.9999785029225017,0.9999366488822657,0.9999418274825038
