,S005_003,S010_003,S011_003,S014_003,S022_003,S026_003,S034_003,S035_003,S037_003,S042_003,S044_003,S045_003,S046_003,S050_003,S051_003,S052_003,S053_003,S054_003,S056_003,S057_003,S058_003,S059_003,S060_003,S061_003,S062_003,S067_003,S068_003,S069_003,S070_003,S071_003,S072_003,S073_003,S074_003,S075_003,S076_003,S077_003,S078_003,S079_003,S081_003,S082_003,S085_003,S087_003,S088_003,S090_003,S095_003,S096_003,S097_003,S098_003,S099_003,S101_003,S102_003,S105_003,S107_003,S108_003,S109_003,S111_003,S118_003,S124_003,S125_003
S044_003,0.9998999288999265,0.9998886482426298,0.9998925746933275,0.9999784571453091,0.9999863601778636,0.9999337834639084,0.9999420450804102,0.9999102964971038,0.9999923325764388,0.9999322919881309,1.0,0.9999579866516474,0.9999527704037998,0.9999682971457673,0.9999620695343452,0.9999764226194996,0.999936834151891,0.9999689822090566,0.9999912477886409,0.9997592895928291,0.9999679097155242,0.9999869374269936,0.9999354032801555,0.9999888386526213,0.9999559246898952,0.9999758041545307,0.9999558110061414,0.9999378812698914,0.9999200052067475,0.9999686586472859,0.9999880988081962,0.9999707027032975,0.9999869919330217,0.9999643474467562,0.9999666727538082,0.9999687742350364,0.9999522158013451,0.9997979847133878,0.9999024842038343,0.9999736048573754,0.9998803193406449,0.9999916963020993,0.9999670857418835,0.9999020137638563,0.999960301991566,0.9999837591346967,0.9999419173830923,0.9999612849742953,0.9999198719967106,0.9999397620544593,0.9999475372407816,0.9999770631342823,0.9999454900066514,0.9999700848520566,0.9999779756935772,0.9999610514141891,0.9999552620330915,0.9999866710811761,0.9999904685200836
S045_003,0.9998879754212556,0.9999549587566843,0.9998653259186705,0.9999454168721107,0.999966858769813,0.99993730779004,0.9999970889067817,0.9999159962934014,0.9999684387198787,0.999833838207813,0.9999579866516474,1.0,0.9999381994346743,0.9999803443936034,0.9999637908073362,0.9999113033069684,0.9999853790040464,0.9999763196934459,0.9999549847370287,0.9996380908191201,0.9999325152469585,0.9999706449411664,0.999910649897083,0.9999483375320282,0.9999563229154744,0.9999496162779762,0.9999761648783326,0.9998940977826977,0.9999284091229185,0.999949480060236,0.999980993451026,0.9999337509195796,0.9999136940642656,0.9999657577831129,0.9999616278046008,0.9999597736128688,0.9999471753910707,0.9997891644226438,0.9998582049059282,0.9999591989128624,0.9999721982352167,0.9999810087574832,0.999962984782144,0.9999129449970774,0.9999139129488396,0.9999369048325649,0.9999089727870787,0.9999688882553001,0.9999532986267498,0.9999588842163688,0.9999381428813806,0.9999469962795824,0.9999283815050877,0.9999874491181638,0.9999744584472903,0.9999284484218157,0.9998513524488505,0.9999723106234502,0.9999733010807715
S046_003,0.9998867735213125,0.9998689370541168,0.9998824720926291,0.9999446152632772,0.9999769606113654,0.9999385851392562,0.9999222621885919,0.9999510976229746,0.99997002037541,0.9999227527284877,0.9999527704037998,0.9999381994346743,1.0,0.9999686597696588,0.9999285847921427,0.9999666834221103,0.9999186061275961,0.9999275601937729,0.9999669029360088,0.9997733528321446,0.999875804974111,0.999970880714444,0.9999365849515374,0.9999594928828209,0.9999714300460903,0.9999680549491337,0.9999527337338784,0.9999329056570545,0.9999147589519604,0.9999466708280594,0.9999378875325818,0.9998708547888036,0.999948917695131,0.9999921707157757,0.9999742708006445,0.9998945791244517,0.9999313197559527,0.9997972724994915,0.9998910524107639,0.9999718340749356,0.9998640522286516,0.9999654872887933,0.9999579337993658,0.9998858686241364,0.9999371106569547,0.9999359659452042,0.9999459745400017,0.9999644807843836,0.9999265512686002,0.9999145064401762,0.9999167023496756,0.9999936006559521,0.9999851320937093,0.9999603539008183,0.9999628563384536,0.9999677058952668,0.9999300951330252,0.9999694327903668,0.999943873557514
S050_003,0.9998845951214551,0.9999325552606076,0.999881550080715,0.9999431095561419,0.9999869893434217,0.9999704335308174,0.9999702998950035,0.9999559928136442,0.9999863637876222,0.9999142327896932,0.9999682971457673,0.9999803443936034,0.9999686597696588,1.0,0.9999730513441654,0.99994308956291,0.9999415048983838,0.9999756899907283,0.9999788425554139,0.9997423619065353,0.9999280204023184,0.9999790983757394,0.9999621023855263,0.9999721729861855,0.9999950465689948,0.9999514101631194,0.9999642692674056,0.9999252869646726,0.9999560077434818,0.9999620048512304,0.9999777358977783,0.9999320532599507,0.999940786594559,0.9999826846670763,0.9999824733212295,0.9999544789972171,0.9999806042442443,0.9998411428642281,0.9998697792476731,0.999992665832149,0.999937621479972,0.9999772281000603,0.9999620635831459,0.9999370894616242,0.9999285632512346,0.9999553497929026,0.9999607690080078,0.9999728328698951,0.9999409426650981,0.9999788220817368,0.9999523820749862,0.9999715516361687,0.9999529465438463,0.9999803821679853,0.999977309833081,0.9999750521057411,0.9998988426047479,0.9999873965070109,0.9999774140468191
S051_003,0.999818391691377,0.9999328209479099,0.9999031878835195,0.9999548797121526,0.999975243666919,0.9999206443645325,0.9999441915388158,0.9999201633402642,0.9999816929949821,0.9998743974678288,0.9999620695343452,0.9999637908073362,0.9999285847921427,0.9999730513441654,1.0,0.9999144781525402,0.9999262126039766,0.9999639209254926,0.9999514024896958,0.9997695444329816,0.9998982976141942,0.9999575393606379,0.999889271159473,0.9999820298879779,0.9999633498434776,0.9999310023930227,0.9999502650531896,0.9998511613679241,0.9999321256553109,0.9999283960636872,0.9999768828187147,0.9999179226862739,0.9999388744031821,0.999963582730589,0.9999529681855145,0.9999588493813543,0.9999514060727837,0.9998622956184811,0.9997954464529933,0.9999812422685643,0.9999450245729271,0.9999601908608866,0.9999616836497333,0.9999134413938038,0.9999247723491681,0.9999507937498252,0.9999706679733684,0.9999659303157918,0.9998621648723167,0.9999642999659418,0.9999719013511843,0.9999411721274871,0.9998913686912687,0.9999547751208056,0.999949103305288,0.9999394247143519,0.9999096576610835,0.9999666840971776,0.9999849173554729
S052_003,0.9998590939608589,0.9998453627206562,0.999836562687539,0.9999592072026885,0.9999780219941597,0.9999014441439283,0.9998927701622058,0.9999262268006279,0.999966988588086,0.9999612570575728,0.9999764226194996,0.9999113033069684,0.9999666834221103,0.99994308956291,0.9999144781525402,1.0,0.9998978294745077,0.9999433982287861,0.9999776434733652,0.9997475986759847,0.9999283357636809,0.9999787829587011,0.9999395687137932,0.9999629752062739,0.9999405293673816,0.9999520409213594,0.999908229645303,0.9999315817432455,0.9998843779733947,0.9999263497533022,0.999940347726468,0.9999144271243536,0.9999838271516838,0.9999550531074481,0.999954110954391,0.999894724573043,0.9999205779374047,0.9997629663796097,0.9998801629728628,0.9999539065151996,0.9998011724065086,0.9999686828620541,0.9999640665867459,0.9998373289732853,0.9999381784569596,0.9999698073800481,0.9999207836080208,0.9999316782290835,0.9999157615989874,0.9999036671065735,0.9998917101053771,0.9999799437181849,0.9999535451490048,0.9999499164363619,0.9999725057802146,0.9999485841256992,0.9999724694210749,0.9999776309240191,0.9999557154900335
S053_003,0.9998704753201753,0.9999392147063629,0.9998279382456018,0.9999414119870437,0.9999418833059626,0.999882304439801,0.9999856163757864,0.9998801432761076,0.9999377668999901,0.9997760245824021,0.999936834151891,0.9999853790040464,0.9999186061275961,0.9999415048983838,0.9999262126039766,0.9998978294745077,1.0,0.9999546138955092,0.9999245266360784,0.9995493762807229,0.9999103778480481,0.9999564935898648,0.9998561025198547,0.9999145084084426,0.9999056986482163,0.999940251395869,0.9999611706681751,0.9998614899370655,0.9998759112708083,0.9999150656137747,0.9999553737409613,0.9999009876851893,0.9998924219961115,0.9999448241658082,0.999932292425436,0.9999217020953004,0.9998907326898169,0.9997166367710931,0.9998397841659104,0.9999143503915324,0.9999493544264983,0.9999710975089088,0.9999605885931327,0.9998498136576791,0.9998942749731915,0.9999121327539193,0.9998497392906204,0.999948616876688,0.9999528018478769,0.9999093956769969,0.9998945985542799,0.9999282612475058,0.9999112856847109,0.9999776834606364,0.9999642041231291,0.9998770702024309,0.9998266392372313,0.9999495478380718,0.9999487322981416
S054_003,0.9998248637778744,0.9999630675636726,0.9998051720577404,0.9999407425433599,0.9999785458570009,0.9999102981790243,0.999967328214381,0.9999454888192645,0.9999703512769571,0.9998894838791256,0.9999689822090566,0.9999763196934459,0.9999275601937729,0.9999756899907283,0.9999639209254926,0.9999433982287861,0.9999546138955092,1.0,0.9999607936200986,0.9996290544698506,0.9999517398075777,0.9999756329348688,0.9999347996497534,0.9999552024402324,0.9999567020973251,0.9999202246392157,0.9999256093981194,0.9998905948162182,0.9999371284694093,0.9999202406874682,0.9999781705592212,0.9999471703318475,0.9999332604137058,0.9999491644990192,0.9999654092435624,0.9999403085209508,0.99994745733584,0.999826148591265,0.999823834120943,0.9999635227183356,0.9999244098036929,0.9999772605801749,0.9999779707068804,0.9998652322041085,0.9998915984750525,0.9999558904822188,0.9999125299388942,0.9999375789968858,0.9999403522731101,0.9999652362897298,0.999910601404263,0.9999434055410776,0.9999013579093979,0.9999860729219674,0.9999895607766982,0.9999218826508625,0.9998875467228163,0.9999885696184778,0.9999792902766607
S056_003,0.9999225831350699,0.9998681844485046,0.9999024568558096,0.9999709066347936,0.9999877631559814,0.9999669798785834,0.999943522983869,0.9999151388383068,0.99998906848868,0.9999504910433918,0.9999912477886409,0.9999549847370287,0.9999669029360088,0.9999788425554139,0.9999514024896958,0.9999776434733652,0.9999245266360784,0.9999607936200986,1.0,0.9997860970265153,0.999961465427411,0.9999909711652458,0.9999642485023821,0.9999814927981721,0.9999735700202539,0.9999724043652093,0.9999581984026641,0.9999489341511223,0.999912892440606,0.9999740964622786,0.9999747485242418,0.9999586447129646,0.9999843827408728,0.9999692808876954,0.9999644555910354,0.999960521966186,0.999976179035875,0.9997719536164279,0.9999082184123317,0.9999810121768999,0.9998769057726443,0.9999842864333909,0.999956368999507,0.9999317857719491,0.9999696896124624,0.9999871979938507,0.9999517645411964,0.9999705311884135,0.9999370264794196,0.9999567478079494,0.9999532473245697,0.999980791413823,0.9999691316162939,0.9999635494234207,0.9999751190047081,0.9999850278977424,0.9999501890655362,0.9999874892447604,0.9999832843050517
S057_003,0.999692069569645,0.9994794770971334,0.9998904477345437,0.9997706631071175,0.999765972452257,0.9997921346993571,0.999596082873147,0.9996497863077826,0.9997911296422383,0.9998168840884462,0.9997592895928291,0.9996380908191201,0.9997733528321446,0.9997423619065353,0.9997695444329816,0.9997475986759847,0.9995493762807229,0.9996290544698506,0.9997860970265153,1.0,0.999621298614812,0.9997330982994975,0.9997075626078491,0.9998256924253632,0.9997836719442592,0.9997663373730924,0.9997418982401023,0.9996869363298408,0.99965865743738,0.9997692743481118,0.999713312316559,0.9996616372708604,0.9998190160751376,0.9997707684769487,0.9997099658159618,0.9997400709204827,0.9997850575582785,0.9996078251766624,0.9996500438323294,0.999809885263687,0.9995781523208185,0.999703521685675,0.9996744074900047,0.9998145729490024,0.9998436685458955,0.9997809070505722,0.9998882461567078,0.9997895806909001,0.9995247264571997,0.9997234017263977,0.9998485090434143,0.999775532529699,0.9997603247513216,0.9996338058299274,0.9996531424526128,0.9998517230515319,0.9998522554978035,0.9997207295425927,0.9997556270360636
S058_003,0.9998984367943402,0.9998538953922889,0.9998035219693402,0.9999217675562814,0.9999334231313919,0.9999089731331116,0.9999293919774176,0.9998411380541197,0.9999410650937127,0.999886706701918,0.9999679097155242,0.9999325152469585,0.999875804974111,0.9999280204023184,0.9998982976141942,0.9999283357636809,0.9999103778480481,0.9999517398075777,0.999961465427411,0.999621298614812,1.0,0.9999504925276786,0.9999294583864772,0.9999258590011094,0.999903883921019,0.9999231310867677,0.9999055877341044,0.9999279039497493,0.9998764054712702,0.9999422090179496,0.9999610338962683,0.9999929137933248,0.9999364391762413,0.9998884097692761,0.9999154663972429,0.9999570433175504,0.9999307104268675,0.9997024607235964,0.9998953688907949,0.9999138686593398,0.9998420351245143,0.9999586947176878,0.9999078190341418,0.9998722167015699,0.9999047879452249,0.9999530641551517,0.9998524964608737,0.9998988317486783,0.9999290927948984,0.9999159010819436,0.9998856889342658,0.9999132619332353,0.9998943517362876,0.999937911992324,0.9999495317534168,0.9999119908342492,0.9998739633837939,0.9999505218191581,0.9999526931103289
S059_003,0.9998981026285436,0.9999019126239657,0.9998849881984798,0.9999826920407564,0.9999938923344075,0.9999464928249435,0.9999617275099194,0.9999270382020191,0.9999857509061434,0.9999223518904161,0.9999869374269936,0.9999706449411664,0.999970880714444,0.9999790983757394,0.9999575393606379,0.9999787829587011,0.9999564935898648,0.9999756329348688,0.9999909711652458,0.9997330982994975,0.9999504925276786,1.0,0.9999445272313194,0.9999751116730896,0.9999665169462693,0.9999673491758924,0.99996109546589,0.9999202816998206,0.9999020163909975,0.9999520735392818,0.9999734033225776,0.9999402267412143,0.9999775446791136,0.9999769273152567,0.9999640767009653,0.9999452365715534,0.999962908983587,0.9997608906949499,0.9998749321151295,0.9999757535992366,0.9999021328316242,0.9999911677252445,0.9999831723032414,0.9999057831240596,0.9999622222754424,0.9999866268002577,0.9999389573935534,0.9999782154565376,0.999952943474688,0.9999599757716088,0.9999452460123914,0.9999794175162905,0.9999635886303594,0.9999795803761675,0.9999901134001306,0.9999643937800616,0.9999418454523324,0.9999945695123794,0.9999878704382992
S060_003,0.999873716386485,0.9998456859844924,0.9997910899517424,0.9998765127202233,0.9999469588285017,0.9999581578011862,0.9999036156776269,0.9999304670365625,0.9999408262767403,0.9999562541453623,0.9999354032801555,0.999910649897083,0.9999365849515374,0.9999621023855263,0.999889271159473,0.9999395687137932,0.9998561025198547,0.9999347996497534,0.9999642485023821,0.9997075626078491,0.9999294583864772,0.9999445272313194,1.0,0.9999210360337587,0.9999688219469197,0.9999029796727515,0.9998877727188141,0.9999538599388417,0.9999225512279235,0.999935757062977,0.9999237745118247,0.9999198646489993,0.9999163850335435,0.9999248767359857,0.9999495459943121,0.9998995545277367,0.9999640943528935,0.99977904276645,0.9998848341633068,0.9999528038748107,0.9998199276124131,0.9999322038744742,0.9998982392627943,0.9998949582196601,0.9998810668049497,0.9999284122982214,0.999908619700174,0.9999014371122668,0.9999345478799976,0.9999391960050211,0.9998743617923119,0.9999418883555223,0.9999403748797505,0.9999317858247432,0.9999460305879488,0.9999649137687224,0.9998755703642915,0.9999571396199233,0.9999215616218767
S061_003,0.9998700537984095,0.9998872747383115,0.9999219693380927,0.9999740019425049,0.9999878667793917,0.9999353928675209,0.9999253443833007,0.9999226833868545,0.999996496502603,0.9999337738360018,0.9999888386526213,0.9999483375320282,0.9999594928828209,0.9999721729861855,0.9999820298879779,0.9999629752062739,0.9999145084084426,0.9999552024402324,0.9999814927981721,0.9998256924253632,0.9999258590011094,0.9999751116730896,0.9999210360337587,1.0,0.9999688368557482,0.999968646950017,0.9999563207572326,0.9999129840179538,0.9999310932532894,0.999960707538948,0.9999811697932495,0.9999401721828425,0.9999816620802459,0.9999757735731345,0.9999682977489602,0.9999620558029707,0.9999544046003869,0.9998453584316096,0.9998700638058408,0.9999883869607381,0.9998891294884441,0.9999774139739073,0.9999634766287113,0.9999146290771304,0.9999599940126177,0.9999736550460543,0.9999780931927728,0.9999692987555159,0.9998784784632745,0.9999438889864054,0.999968377023562,0.9999770383018743,0.9999368060702072,0.9999567799422715,0.9999605914681897,0.9999695641587192,0.9999636517313256,0.9999787525644616,0.9999880380556431
S062_003,0.999869657958536,0.9999061445744518,0.9998804130274987,0.9999262904922509,0.9999809829096297,0.9999727251715025,0.9999424514013623,0.9999610184148836,0.9999800536011864,0.9999342138634145,0.9999559246898952,0.9999563229154744,0.9999714300460903,0.9999950465689948,0.9999633498434776,0.9999405293673816,0.9999056986482163,0.9999567020973251,0.9999735700202539,0.9997836719442592,0.999903883921019,0.9999665169462693,0.9999688219469197,0.9999688368557482,1.0,0.9999394781522007,0.9999472830963746,0.999924496041056,0.9999555292090956,0.999954400455467,0.9999600588153335,0.9999105667836887,0.9999364514436568,0.999979172134553,0.9999785267222614,0.9999358889995975,0.9999803945231565,0.9998541983265578,0.9998612985092358,0.9999947175267361,0.999909121937074,0.9999594546408781,0.9999455608633292,0.9999365241697763,0.9999213659087651,0.9999455638636188,0.9999734179951354,0.9999624198951844,0.9999177003150075,0.9999715887250163,0.99994652884784,0.9999699060551626,0.9999523187667884,0.9999613803385452,0.9999612774727153,0.9999835813765814,0.999904915169287,0.9999776795482401,0.9999626325028587
