,S011_004,S032_004,S046_004,S050_004,S054_004,S059_004,S062_004,S065_004,S068_004,S074_004,S084_004,S091_004,S095_004,S102_004,S107_004,S108_004,S110_004,S111_004,S113_004,S114_004,S115_004,S116_004,S117_004,S118_004,S119_004,S121_004,S124_004,S125_004
S084_004,0.9998407944193327,0.9999484826764937,0.9999101843997938,0.9999408916004936,0.9998405003569492,0.9999336112019078,0.9998837001604696,0.9999521932888054,0.9998649324972985,0.9999420822332452,1.0,0.9999379905295781,0.999938804607532,0.9999243956275233,0.9999557351304771,0.9999130005836764,0.9997795568887687,0.9998428317173478,0.9998953935941103,0.9999445717620203,0.9998880813862504,0.9999346190144375,0.9999621670085789,0.9999083231990316,0.9999117200398714,0.9999096542550793,0.9998945711719018,0.9999375192822205
S091_004,0.9999198773599143,0.999971626223688,0.9999456990403951,0.9999684247067836,0.9999032833110446,0.999926877443379,0.9999324404554139,0.9999481115642131,0.9999667738157639,0.9999831687555252,0.9999379905295781,1.0,0.9999455611526215,0.9999496120000033,0.9998785412738332,0.9999460395983045,0.9998001185860709,0.9999280104994637,0.9999360719488116,0.9999226776915947,0.9998902501856335,0.9999541899630011,0.9999287232422145,0.999957557190872,0.999961832569922,0.9999481469269668,0.9999616161904886,0.9999387142971277
S095_004,0.9999458160584348,0.9999628682639684,0.9999052254960905,0.9999645058727004,0.9999325536156036,0.9999842396161317,0.9998398299213974,0.9999275248035646,0.9999276783192285,0.9999490781092137,0.999938804607532,0.9999455611526215,1.0,0.9999731590853695,0.9998988425428664,0.9999772052653325,0.9998268499990172,0.9999446400379038,0.9999857332168466,0.9999864852694337,0.9998690495810656,0.9999566162940167,0.9999662697234946,0.9999600616382681,0.999944914998838,0.9999760116898179,0.9999756586269819,0.9999789877224922
S102_004,0.9998816640604198,0.9999613833327662,0.9999422461838274,0.9999636235452736,0.9999376703898545,0.9999462567833158,0.9998489963835665,0.9999459639615184,0.9999354360254102,0.9999721666739966,0.9999243956275233,0.9999496120000033,0.9999731590853695,1.0,0.99990635248381,0.9999627273387977,0.9998258574913959,0.9999665855668755,0.9999529772311148,0.9999792556558766,0.999897215095152,0.9999723333553227,0.99994302872584,0.999987918353191,0.9999761615046546,0.9999657687393858,0.9999610848473154,0.9999261172010464
S107_004,0.9997868314396896,0.9999485916945601,0.9999225528098016,0.9999408443696355,0.9998882712063616,0.9998892253598095,0.9998731757049851,0.9999465599197297,0.9998430209632987,0.9999337306920484,0.9999557351304771,0.9998785412738332,0.9998988425428664,0.99990635248381,1.0,0.9998641893317693,0.9998774106646829,0.999825146580588,0.9998792070571535,0.9999024483302997,0.9999071038698634,0.9999487896087749,0.9998996513897369,0.999892090285691,0.9999031284047246,0.9998879136996696,0.9998747689686189,0.999888424141294
S108_004,0.9999476152729824,0.9999564320080944,0.9999139780860987,0.9999329790387586,0.9999241352805033,0.999956140084017,0.9998154288087832,0.9999423171844385,0.9999031945234499,0.9999436365307144,0.9999130005836764,0.9999460395983045,0.9999772052653325,0.9999627273387977,0.9998641893317693,1.0,0.9998264281240515,0.9999548590676782,0.9999628843222774,0.9999631615520944,0.9999172755798106,0.9999340015945635,0.999970707873563,0.9999460366637368,0.9999281118620708,0.9999914786185466,0.9999732181405446,0.9999485613518891
S110_004,0.9998200289675835,0.9998989201360954,0.9999143187199304,0.9998907067883539,0.9999431309339359,0.9998449769026326,0.9998485255128218,0.999894809263566,0.9998419330336491,0.9998681478714287,0.9997795568887687,0.9998001185860709,0.9998268499990172,0.9998258574913959,0.9998774106646829,0.9998264281240515,1.0,0.9997871169608125,0.999880408269797,0.9997957926371859,0.9999070438614204,0.9999143224424885,0.9997519595422719,0.999856076377542,0.9998036943116402,0.9998904124035243,0.9998875634248636,0.9998459002144564
S111_004,0.9999072520552953,0.9999399683792954,0.9998825085579225,0.9999272849136578,0.9999421213050077,0.9998852155116581,0.9997766541099873,0.9998811289610575,0.9999243262952222,0.999944201610864,0.9998428317173478,0.9999280104994637,0.9999446400379038,0.9999665855668755,0.999825146580588,0.9999548590676782,0.9997871169608125,1.0,0.9999419758894604,0.9999201938829927,0.9998458105074863,0.9999214880841776,0.9999099291730191,0.9999440043223526,0.9999709214316058,0.9999493663239287,0.999958957233991,0.9998761547368801
S113_004,0.9999704883780607,0.9999645069876728,0.9999104321384991,0.9999706058727216,0.9999672070504839,0.9999752313607465,0.9998590955647686,0.9999141758118306,0.9999514551466268,0.9999448554466454,0.9998953935941103,0.9999360719488116,0.9999857332168466,0.9999529772311148,0.9998792070571535,0.9999628843222774,0.999880408269797,0.9999419758894604,1.0,0.9999531979134159,0.9998642509495916,0.9999607713420835,0.9999206977765833,0.9999561331580886,0.9999335106705437,0.9999780007222003,0.999991639735057,0.9999774079431136
S114_004,0.9998849222223553,0.9999375647450552,0.9999052232025557,0.9999422966784866,0.9998968497752168,0.9999778357114413,0.9998152403641322,0.9999320630921634,0.9998918158546066,0.999934100292374,0.9999445717620203,0.9999226776915947,0.9999864852694337,0.9999792556558766,0.9999024483302997,0.9999631615520944,0.9997957926371859,0.9999201938829927,0.9999531979134159,1.0,0.9998725240506025,0.9999490903810214,0.9999644934245442,0.9999620630754728,0.9999287450553221,0.9999590643325493,0.9999425941976239,0.9999561566435224
S115_004,0.999819204459439,0.9999333690799672,0.9999636349339409,0.9998946174902947,0.9998932890153048,0.9998718196119345,0.999860574239915,0.999980945153932,0.9998361337868514,0.9999259348594772,0.9998880813862504,0.9998902501856335,0.9998690495810656,0.999897215095152,0.9999071038698634,0.9999172755798106,0.9999070438614204,0.9998458105074863,0.9998642509495916,0.9998725240506025,1.0,0.9999253572218482,0.9998854332950992,0.9998994911507894,0.9998621165690591,0.9999386728446349,0.9998978353341678,0.999861246084162
S116_004,0.9998903679094681,0.9999830386219419,0.9999801256116895,0.9999923939673727,0.9999645049822733,0.9999525581301498,0.9999335167669259,0.9999705969776803,0.999961101387327,0.9999854656017845,0.9999346190144375,0.9999541899630011,0.9999566162940167,0.9999723333553227,0.9999487896087749,0.9999340015945635,0.9999143224424885,0.9999214880841776,0.9999607713420835,0.9999490903810214,0.9999253572218482,1.0,0.9999067609594268,0.99998438944543,0.9999605461944386,0.9999620967940618,0.9999683758447866,0.999946836648078
S117_004,0.9998928359906243,0.9999414698679695,0.9998730733387275,0.999913823608253,0.999858047421596,0.9999375441037915,0.99978708612546,0.9999291108785141,0.999845955388021,0.9999252712116649,0.9999621670085789,0.9999287232422145,0.9999662697234946,0.99994302872584,0.9998996513897369,0.999970707873563,0.9997519595422719,0.9999099291730191,0.9999206977765833,0.9999644934245442,0.9998854332950992,0.9999067609594268,1.0,0.9999043719894811,0.9999167454255783,0.999947039512841,0.9999204781292846,0.9999337631215546
S118_004,0.999887102235066,0.9999588058375666,0.9999660430547749,0.9999733508691003,0.9999452358070651,0.9999524555423367,0.9999000386224601,0.9999513334264508,0.9999652604516237,0.9999751941812819,0.9999083231990316,0.999957557190872,0.9999600616382681,0.999987918353191,0.999892090285691,0.9999460366637368,0.999856076377542,0.9999440043223526,0.9999561331580886,0.9999620630754728,0.9998994911507894,0.99998438944543,0.9999043719894811,1.0,0.9999622146106166,0.9999639181843482,0.999968832192572,0.9999354259832619
S119_004,0.999875309851381,0.9999694917704703,0.9999247690684633,0.9999698003306167,0.9999357720820523,0.9998950149735432,0.9998681282287052,0.9999194032974094,0.9999524815018014,0.9999831477624976,0.9999117200398714,0.999961832569922,0.999944914998838,0.9999761615046546,0.9999031284047246,0.9999281118620708,0.9998036943116402,0.9999709214316058,0.9999335106705437,0.9999287450553221,0.9998621165690591,0.9999605461944386,0.9999167454255783,0.9999622146106166,1.0,0.9999316573729852,0.9999498096728041,0.9998937907188598
S121_004,0.9999522008190264,0.9999711655825082,0.9999465516692304,0.9999559301172204,0.999958284444706,0.9999666058839972,0.9998591705429143,0.9999598061696668,0.9999295447582821,0.999957888811521,0.9999096542550793,0.9999481469269668,0.9999760116898179,0.9999657687393858,0.9998879136996696,0.9999914786185466,0.9998904124035243,0.9999493663239287,0.9999780007222003,0.9999590643325493,0.9999386728446349,0.9999620967940618,0.999947039512841,0.9999639181843482,0.9999316573729852,1.0,0.9999879863030408,0.9999597169031796
S124_004,0.9999709888446948,0.9999765945506256,0.9999394566114391,0.9999749167439057,0.9999736391163309,0.9999610874377494,0.9998862399925148,0.9999364546913319,0.9999691607893411,0.9999665681885197,0.9998945711719018,0.9999616161904886,0.9999756586269819,0.9999610848473154,0.9998747689686189,0.9999732181405446,0.9998875634248636,0.999958957233991,0.999991639735057,0.9999425941976239,0.9998978353341678,0.9999683758447866,0.9999204781292846,0.999968832192572,0.9999498096728041,0.9999879863030408,1.0,0.9999643860099099
S125_004,0.9999539706208401,0.9999501467844025,0.9999044283485287,0.9999590384978366,0.99990889652626,0.9999927407182565,0.9998857886173186,0.9999250496699443,0.9999253197082254,0.9999284531796192,0.9999375192822205,0.9999387142971277,0.9999789877224922,0.9999261172010464,0.999888424141294,0.9999485613518891,0.9998459002144564,0.9998761547368801,0.9999774079431136,0.9999561566435224,0.999861246084162,0.999946836648078,0.9999337631215546,0.9999354259832619,0.9998937907188598,0.9999597169031796,0.9999643860099099,1.0
