,S010_002,S022_002,S026_002,S032_002,S034_002,S035_002,S037_002,S042_002,S044_002,S051_002,S057_002,S067_002,S070_002,S071_002,S073_002,S075_002,S077_002,S078_002,S079_002,S080_002,S082_002,S083_002,S087_002,S088_002,S093_002,S095_002,S097_002,S099_002,S100_002,S101_002,S102_002,S103_002,S107_002,S109_002,S110_002,S112_002,S113_002,S115_002,S118_002,S121_002,S122_002
S057_002,0.9998473609903084,0.9999751247854242,0.9999491466723507,0.9999701311361006,0.9999864721272921,0.999976490412467,0.9999777905633825,0.9999402456552627,0.9999487783023534,0.9996374681810816,1.0,0.9999112329547526,0.9997373266218166,0.9999771233180296,0.9999815935683396,0.9999638020068586,0.9999844413401775,0.9999639155705121,0.9997969627487943,0.9999473538808651,0.9997761751848757,0.9998646296412651,0.9999661878145945,0.9999793982653921,0.9999542030443325,0.9999898316199228,0.9997517626646641,0.9996837031952135,0.9997790771629241,0.9999685106692423,0.9999608897296486,0.999956314476107,0.9997708031370182,0.9998785245465707,0.9999913244346935,0.9998590009571052,0.9999175413152857,0.9999754354991713,0.9999647391835613,0.9999835791611781,0.999908679929141
S067_002,0.9999507734527745,0.9998812567520915,0.999930361955213,0.9999522482621149,0.9999331720710133,0.9999041771992343,0.999870217655287,0.9999098391472532,0.9999733002564262,0.9998858752515294,0.9999112329547526,1.0,0.9998465047988889,0.9999410732253784,0.9999488622320922,0.9999461470225268,0.999905181588828,0.9998032665826918,0.9995007141169905,0.9998292171000049,0.9994275139070402,0.9999668274285529,0.9999651990427983,0.9999701764876304,0.9999749932481847,0.9999455815041044,0.9999429944078493,0.9999014159967878,0.999425234838198,0.9999424760479532,0.9999668676299334,0.9999498072813731,0.9999490837189797,0.9996034503004537,0.9999314862949394,0.9999700094039514,0.9996907318360909,0.9999402796732876,0.9998838046081171,0.9999348407802702,0.9997746029874574
S070_002,0.9997967790557329,0.9997761399686161,0.9997736261603438,0.999795865240291,0.9998136852247593,0.9997036596908178,0.999653095809184,0.9996911552967707,0.9997559366273406,0.9996442248533459,0.9997373266218166,0.9998465047988889,1.0,0.9997941923251281,0.9998181832936754,0.9997645442321826,0.9997144976866004,0.9996603249380132,0.9992750146284807,0.9995769807816397,0.9992235258956806,0.9997255925751342,0.9998136699655846,0.9997818385905324,0.9998437737696787,0.9997684431040603,0.9997805108403083,0.9996589972040811,0.9991812848601329,0.9997346224661467,0.999835560638901,0.9997529417503527,0.9997323557380884,0.9993190276241537,0.999801545197408,0.9997365072142681,0.999492210085158,0.9997117196675896,0.9997105438162703,0.9997200451937568,0.9994920929312223
S071_002,0.9998663097925209,0.9999456269653373,0.9999561383541323,0.9999843298562282,0.999978809592666,0.9999460730450916,0.9999682800245668,0.9999234735149538,0.9999540989869644,0.9996940071176951,0.9999771233180296,0.9999410732253784,0.9997941923251281,1.0,0.9999823676379421,0.9999463446991855,0.9999811509265891,0.9999313717484104,0.9997256826218687,0.9999431591755756,0.9996857794159261,0.9998920089770118,0.9999634655319887,0.9999803836352826,0.9999635561682348,0.999987066128285,0.9997824814207764,0.9997283127839864,0.9996871937180237,0.999985009889571,0.9999527020958817,0.9999656062243202,0.9998115987474386,0.9997835621789802,0.9999867867748068,0.9998715540992126,0.9998565167748815,0.9999435159062211,0.9999398443192968,0.999976772209952,0.9998638048544338
S073_002,0.9999117744644351,0.9999708255261219,0.9999829073150542,0.9999945304105881,0.9999937056019297,0.9999766451119909,0.9999658152402733,0.999964945562723,0.9999663893259106,0.9996947513166657,0.9999815935683396,0.9999488622320922,0.9998181832936754,0.9999823676379421,1.0,0.99995254915101,0.9999818420879402,0.9999373910922648,0.9997518071049794,0.9999357310056572,0.9996995747855711,0.9998748987071857,0.9999934677862127,0.9999825407057863,0.9999673464325087,0.9999874472654161,0.9998083073792328,0.9997199610908428,0.9996935521397394,0.9999689586116314,0.9999682576205737,0.9999733467982463,0.9998076483805799,0.9997970793414533,0.9999851798498366,0.9998938096513204,0.9998790835603073,0.9999709255215479,0.9999637243918401,0.9999781057958869,0.9999062786378787
S075_002,0.9998912295160601,0.9999333101190789,0.9999142565554326,0.9999452852986355,0.9999561331878687,0.9999367447564594,0.9999033428681208,0.9999200129332352,0.9999701010284887,0.9997844546907872,0.9999638020068586,0.9999461470225268,0.9997645442321826,0.9999463446991855,0.99995254915101,1.0,0.9999201335335706,0.9998587487119374,0.9996081751392065,0.9998501490671621,0.9996005119725054,0.9999398911930008,0.9999551331415414,0.9999849293939164,0.9999575064806493,0.9999740911171308,0.9998561825397405,0.9998188203885631,0.9996042521361165,0.9999390383158456,0.9999808740716526,0.9999548242875987,0.9998661379785269,0.9997564138141883,0.999951865347094,0.9999274810411076,0.9998029791036467,0.999974213884694,0.9999106260675967,0.9999692120639825,0.9998215604100953
S077_002,0.9998501109398569,0.9999586321092776,0.9999685866420207,0.9999804769489125,0.9999785594547551,0.9999764361198331,0.9999958984886735,0.9999498982653914,0.9999422683586449,0.9996130283136095,0.9999844413401775,0.999905181588828,0.9997144976866004,0.9999811509265891,0.9999818420879402,0.9999201335335706,1.0,0.9999702985011744,0.9998335097236066,0.9999828985368415,0.9997760647290159,0.9998384502289889,0.9999651856251677,0.9999656696354426,0.9999381891952883,0.9999808189130233,0.9997276862818132,0.9996497944961354,0.999782079140815,0.9999759666921643,0.999932023867854,0.9999589608482699,0.999748854522013,0.9998676816026782,0.9999826670592648,0.9998454956207053,0.9999219141361039,0.9999572229298469,0.9999702961645663,0.999977612024847,0.9999347633105067
S078_002,0.9997393619122145,0.9999591426110299,0.9999125511043223,0.9999191761264562,0.9999510971955935,0.999947070468433,0.999972644502191,0.9998853259346824,0.999854398063433,0.9994174140523739,0.9999639155705121,0.9998032665826918,0.9996603249380132,0.9999313717484104,0.9999373910922648,0.9998587487119374,0.9999702985011744,1.0,0.9999045694758126,0.9999553470843817,0.9998661280898771,0.9997113489842253,0.9999039323671884,0.9999007107197756,0.9998751812268917,0.9999345304719527,0.9995871374575227,0.9994750176771221,0.9998708637993953,0.9999110466393231,0.9998808461128373,0.9998873308316956,0.9995961684754822,0.9999266312504209,0.9999602800255365,0.999721192054143,0.9999615249921191,0.9999032612497849,0.9999567891952974,0.9999251239681783,0.9999049515839913
S079_002,0.9994743976511525,0.9997971227132648,0.9997530190179024,0.9997360434672858,0.9997637109227003,0.9998125098429416,0.9998665878811569,0.9997526592759148,0.999626270837601,0.9989737018347613,0.9997969627487943,0.9995007141169905,0.9992750146284807,0.9997256826218687,0.9997518071049794,0.9996081751392065,0.9998335097236066,0.9999045694758126,1.0,0.9998830688547741,0.9999532911500525,0.9993694480611004,0.999704841890373,0.9996745947492524,0.9996057592139247,0.999739271033146,0.9991878927882818,0.9990305950435123,0.9999639486059361,0.9997133580378189,0.9996167227169344,0.9996896605367522,0.9991983552744852,0.9999399808323616,0.9997594493117324,0.9994193590026504,0.9999562119254016,0.9997200957179581,0.9998184534656569,0.99974701084995,0.999892723718632
S080_002,0.9997664391049534,0.9999030237261164,0.9999292978303905,0.9999406894051294,0.9999259486384584,0.9999420365697129,0.9999903485524315,0.999916929432695,0.9998872415061788,0.9994984548554067,0.9999473538808651,0.9998292171000049,0.9995769807816397,0.9999431591755756,0.9999357310056572,0.9998501490671621,0.9999828985368415,0.9999553470843817,0.9998830688547741,1.0,0.9998223706383209,0.9997624806807668,0.9999124449506054,0.9999127869698407,0.9998737120939546,0.9999358546666816,0.9996077032771163,0.9995384804027808,0.9998327816945902,0.9999515650278475,0.9998511521820524,0.9999119806628369,0.9996551274169282,0.9998884167289829,0.9999366590126872,0.9997643295500298,0.9999278378379101,0.9999112795864656,0.9999323267175302,0.9999401986518102,0.9999536546847904
S082_002,0.9993411314984529,0.9997453432166354,0.9996507947789999,0.9996664754330478,0.9997113217196668,0.9997378212177733,0.999809256953154,0.9996588264037641,0.9995501462923388,0.9988710301477953,0.9997761751848757,0.9994275139070402,0.9992235258956806,0.9996857794159261,0.9996995747855711,0.9996005119725054,0.9997760647290159,0.9998661280898771,0.9999532911500525,0.9998223706383209,1.0,0.99932695211128,0.9996379982706688,0.9996301757691403,0.999581520723014,0.9996925577611852,0.9990732035549333,0.998957271348536,0.9999919853205792,0.9996824104199709,0.9995647266796107,0.9996042908410391,0.9991379019338628,0.9999343406760464,0.9997293557899215,0.9993163579570341,0.9999183966640378,0.9996725460495228,0.9997257425237546,0.9996917037738837,0.9998295788341607
S083_002,0.9998833109325806,0.9997961770811431,0.9998405147359598,0.9998839099296585,0.9998600517637332,0.999834321556723,0.9998061463584669,0.9998371720073462,0.9999449058190717,0.9999293726671937,0.9998646296412651,0.9999668274285529,0.9997255925751342,0.9998920089770118,0.9998748987071857,0.9999398911930008,0.9998384502289889,0.9997113489842253,0.9993694480611004,0.9997624806807668,0.99932695211128,1.0,0.9998959245990098,0.9999415143124649,0.9999370872941555,0.9999033134420214,0.9999324527863395,0.9999557223842241,0.9993365307588602,0.9999119196687751,0.999926429875894,0.9999029672686389,0.99997592077856,0.9995468568465004,0.9998737528631366,0.9999607552601166,0.9995946374859221,0.9999067340135858,0.9998012105048116,0.999899645824335,0.9996904723670319
S087_002,0.9999452107704383,0.9999563339636299,0.999983993197279,0.9999898254853982,0.999982876210315,0.9999760944329382,0.9999452773492943,0.9999765812368879,0.9999795279674614,0.9997507989203154,0.9999661878145945,0.9999651990427983,0.9998136699655846,0.9999634655319887,0.9999934677862127,0.9999551331415414,0.9999651856251677,0.9999039323671884,0.999704841890373,0.9999124449506054,0.9996379982706688,0.9998959245990098,1.0,0.9999828218067613,0.9999671427369768,0.9999790287903197,0.9998553966784498,0.9997677385402228,0.9996331202259794,0.999957713598406,0.9999730783998322,0.9999761392280468,0.9998445783029424,0.9997616752067069,0.9999676967849203,0.9999301634719503,0.9998453056668625,0.999980462811766,0.9999566192801705,0.999973002808448,0.999902043559194
S088_002,0.9999201311406513,0.9999503035855941,0.9999610881300114,0.9999829381547282,0.9999799285109477,0.9999658020513631,0.9999500583699762,0.9999534258969788,0.9999896761013589,0.999785522341047,0.9999793982653921,0.9999701764876304,0.9997818385905324,0.9999803836352826,0.9999825407057863,0.9999849293939164,0.9999656696354426,0.9999007107197756,0.9996745947492524,0.9999127869698407,0.9996301757691403,0.9999415143124649,0.9999828218067613,1.0,0.9999745518693204,0.9999943814344572,0.9998631334869288,0.9998135494795454,0.9996367317406698,0.9999750333402894,0.9999849047197119,0.9999836712557296,0.9998737571846136,0.9997768984110953,0.9999772612101855,0.9999405509796987,0.9998365665527347,0.9999840704123313,0.9999483288313431,0.9999906036225542,0.9998697007389123
S093_002,0.9998814848997102,0.999909983519075,0.9999185068077813,0.9999535720407987,0.9999532453060209,0.9999166654766449,0.9999061177808032,0.9998949137884765,0.9999482770678535,0.9997826673940496,0.9999542030443325,0.9999749932481847,0.9998437737696787,0.9999635561682348,0.9999673464325087,0.9999575064806493,0.9999381891952883,0.9998751812268917,0.9996057592139247,0.9998737120939546,0.999581520723014,0.9999370872941555,0.9999671427369768,0.9999745518693204,1.0,0.999958361615286,0.9998618045417084,0.9998265362705643,0.9995663064163005,0.9999721309108797,0.9999647992574859,0.9999279212809498,0.9999040684703752,0.9997030587973792,0.9999728204802881,0.9999085724996559,0.9997603715207145,0.9999506272811228,0.9998940312614926,0.9999399008528184,0.9998134087756466
S095_002,0.9999020604765317,0.9999716799623984,0.9999709178912164,0.9999877686247871,0.9999912119928502,0.9999785009872565,0.9999717643151922,0.9999586345402353,0.9999792690250208,0.9997195716205876,0.9999898316199228,0.9999455815041044,0.9997684431040603,0.999987066128285,0.9999874472654161,0.9999740911171308,0.9999808189130233,0.9999345304719527,0.999739271033146,0.9999358546666816,0.9996925577611852,0.9999033134420214,0.9999790287903197,0.9999943814344572,0.999958361615286,1.0,0.9998162073563517,0.9997487512164519,0.9997023750089967,0.9999711907058785,0.9999782817108361,0.9999865462306804,0.9998176051834948,0.9998227869970868,0.99998507849467,0.9999091966753539,0.9998847441195295,0.9999789220039847,0.9999694031966191,0.9999967966993394,0.9998903057158571
S097_002,0.9999375660472009,0.9997427237207669,0.999807948976293,0.999817285656241,0.9997978976843077,0.9997743601730056,0.9996784229237781,0.999798488978076,0.9998983434419381,0.9999637321450601,0.9997517626646641,0.9999429944078493,0.9997805108403083,0.9997824814207764,0.9998083073792328,0.9998561825397405,0.9997276862818132,0.9995871374575227,0.9991878927882818,0.9996077032771163,0.9990732035549333,0.9999324527863395,0.9998553966784498,0.9998631334869288,0.9998618045417084,0.9998162073563517,1.0,0.999957625110142,0.9990835148340539,0.9997797905849336,0.9998954158520443,0.9998513845306963,0.9999532585607185,0.9993542561722801,0.999776077474029,0.9999699460128841,0.9994545256352725,0.9998373391061993,0.9997539003530406,0.9998091735351057,0.9995685640577353
S099_002,0.999830659512969,0.9996149551351861,0.9996915713472095,0.9997337109905924,0.9996979648915003,0.9996668008268376,0.9995980791910408,0.9996897685593723,0.9998405907417779,0.9999888986670055,0.9996837031952135,0.9999014159967878,0.9996589972040811,0.9997283127839864,0.9997199610908428,0.9998188203885631,0.9996497944961354,0.9994750176771221,0.9990305950435123,0.9995384804027808,0.998957271348536,0.9999557223842241,0.9997677385402228,0.9998135494795454,0.9998265362705643,0.9997487512164519,0.999957625110142,1.0,0.9989681292903113,0.999756991954161,0.999820024848659,0.9997708344248434,0.9999832899928236,0.9992534491956524,0.9997069966574238,0.9999263064320207,0.9993154882411551,0.9997724258826611,0.9996276022917532,0.999743551081394,0.9994651766544218
S100_002,0.9993510906149091,0.9997521865887702,0.9996582618798726,0.9996680290367835,0.9997132325319683,0.9997509787195648,0.9998218638087307,0.9996695045975145,0.9995643169405699,0.9988854983513492,0.9997790771629241,0.999425234838198,0.9991812848601329,0.9996871937180237,0.9996935521397394,0.9996042521361165,0.999782079140815,0.9998708637993953,0.9999639486059361,0.9998327816945902,0.9999919853205792,0.9993365307588602,0.9996331202259794,0.9996367317406698,0.9995663064163005,0.9997023750089967,0.9990835148340539,0.9989681292903113,1.0,0.9996795561288208,0.99957109320249,0.9996229421534092,0.9991352088820571,0.9999580473744871,0.9997267719855505,0.9993342086318087,0.9999339990757854,0.999680128679674,0.9997464660462311,0.9997085579417316,0.9998327552671877
S101_002,0.9998454712057101,0.9999058281845937,0.9999339019017741,0.9999693512529514,0.9999520157912364,0.9999333465731174,0.999961341423834,0.9999151961310259,0.9999490139409783,0.9997144259674917,0.9999685106692423,0.9999424760479532,0.9997346224661467,0.999985009889571,0.9999689586116314,0.9999390383158456,0.9999759666921643,0.9999110466393231,0.9997133580378189,0.9999515650278475,0.9996824104199709,0.9999119196687751,0.999957713598406,0.9999750333402894,0.9999721309108797,0.9999711907058785,0.9997797905849336,0.999756991954161,0.9996795561288208,1.0,0.9999308941953324,0.999944260034906,0.9998461033718417,0.9997816587956988,0.9999745584995917,0.9998756824865171,0.9998284514849999,0.9999500947781226,0.9999110468102435,0.999964096975251,0.9998824704386312
S102_002,0.9999339029621349,0.999959819771589,0.9999466737613022,0.9999604628462734,0.9999768526006916,0.9999538914552717,0.9999090370238803,0.9999329071728102,0.999975946894372,0.9997933590137686,0.9999608897296486,0.9999668676299334,0.999835560638901,0.9999527020958817,0.9999682576205737,0.9999808740716526,0.999932023867854,0.9998808461128373,0.9996167227169344,0.9998511521820524,0.9995647266796107,0.999926429875894,0.9999730783998322,0.9999849047197119,0.9999647992574859,0.9999782817108361,0.9998954158520443,0.999820024848659,0.99957109320249,0.9999308941953324,1.0,0.9999685071958017,0.9998687751288808,0.9997361868966993,0.9999652423893103,0.9999439780803481,0.9998050055194756,0.9999707360841913,0.9999463680116187,0.9999686410544717,0.9998115157916758
S103_002,0.9999468573015622,0.9999514083312948,0.9999834406906922,0.9999868450905725,0.9999747971465925,0.9999729793511151,0.9999506605873283,0.9999761441982304,0.9999911347745418,0.9997648232287316,0.999956314476107,0.9999498072813731,0.9997529417503527,0.9999656062243202,0.9999733467982463,0.9999548242875987,0.9999589608482699,0.9998873308316956,0.9996896605367522,0.9999119806628369,0.9996042908410391,0.9999029672686389,0.9999761392280468,0.9999836712557296,0.9999279212809498,0.9999865462306804,0.9998513845306963,0.9997708344248434,0.9996229421534092,0.999944260034906,0.9999685071958017,1.0,0.9998236580992375,0.9997635120516409,0.9999494042354956,0.9999398335942581,0.9998502393744748,0.9999685070193114,0.9999646743829341,0.9999906566855661,0.9998802101005593
S107_002,0.9998611590628342,0.9996973466672361,0.9997700530907632,0.999813204771942,0.9997788050994563,0.9997459664751325,0.999698681243045,0.9997611560880882,0.9998855514240338,0.9999617442798201,0.9997708031370182,0.9999490837189797,0.9997323557380884,0.9998115987474386,0.9998076483805799,0.9998661379785269,0.999748854522013,0.9995961684754822,0.9991983552744852,0.9996551274169282,0.9991379019338628,0.99997592077856,0.9998445783029424,0.9998737571846136,0.9999040684703752,0.9998176051834948,0.9999532585607185,0.9999832899928236,0.9991352088820571,0.9998461033718417,0.9998687751288808,0.9998236580992375,1.0,0.9993765509386872,0.9997974961117073,0.9999404163308951,0.9994369871027657,0.9998372766494972,0.9997056224728732,0.9998071356856458,0.9995851103447922
S109_002,0.9995494137174655,0.9998567941917896,0.9997731484992907,0.9997758121987104,0.9998220411426764,0.9998700056806211,0.9998971784279607,0.9997948291115936,0.9997279319447873,0.9991799778959678,0.9998785245465707,0.9996034503004537,0.9993190276241537,0.9997835621789802,0.9997970793414533,0.9997564138141883,0.9998676816026782,0.9999266312504209,0.9999399808323616,0.9998884167289829,0.9999343406760464,0.9995468568465004,0.9997616752067069,0.9997768984110953,0.9997030587973792,0.9998227869970868,0.9993542561722801,0.9992534491956524,0.9999580473744871,0.9997816587956988,0.9997361868966993,0.9997635120516409,0.9993765509386872,1.0,0.9998292142753347,0.9995614286272508,0.9999659898531787,0.9998257885132782,0.9998663086550278,0.9998337610207818,0.9998899827019908
S110_002,0.9998532319478196,0.9999686720503163,0.9999485689062826,0.999972238794529,0.999987743387277,0.9999605191652967,0.9999672471150657,0.9999201404767264,0.9999424406046299,0.9996591800189141,0.9999913244346935,0.9999314862949394,0.999801545197408,0.9999867867748068,0.9999851798498366,0.999951865347094,0.9999826670592648,0.9999602800255365,0.9997594493117324,0.9999366590126872,0.9997293557899215,0.9998737528631366,0.9999676967849203,0.9999772612101855,0.9999728204802881,0.99998507849467,0.999776077474029,0.9997069966574238,0.9997267719855505,0.9999745584995917,0.9999652423893103,0.9999494042354956,0.9997974961117073,0.9998292142753347,1.0,0.9998602084137301,0.9998813933319312,0.9999581955807795,0.9999561555198372,0.9999708720324555,0.9998720679997274
S112_002,0.9999698101198583,0.999838544516247,0.9999012030675462,0.9999076567972238,0.999883747637975,0.9998863068920049,0.9998164437063924,0.9999095211551459,0.999971666929003,0.9999287060607684,0.9998590009571052,0.9999700094039514,0.9997365072142681,0.9998715540992126,0.9998938096513204,0.9999274810411076,0.9998454956207053,0.999721192054143,0.9994193590026504,0.9997643295500298,0.9993163579570341,0.9999607552601166,0.9999301634719503,0.9999405509796987,0.9999085724996559,0.9999091966753539,0.9999699460128841,0.9999263064320207,0.9993342086318087,0.9998756824865171,0.9999439780803481,0.9999398335942581,0.9999404163308951,0.9995614286272508,0.9998602084137301,1.0,0.9996407476052741,0.9999314860679784,0.9998607679475351,0.9999138318497633,0.999745872829657
S113_002,0.9996786300719689,0.9999279099211046,0.9998765334384984,0.9998677452718928,0.9998992056006812,0.9999276233080155,0.9999445808835443,0.9998799583983061,0.9998020463471056,0.9992718893099328,0.9999175413152857,0.9996907318360909,0.999492210085158,0.9998565167748815,0.9998790835603073,0.9998029791036467,0.9999219141361039,0.9999615249921191,0.9999562119254016,0.9999278378379101,0.9999183966640378,0.9995946374859221,0.9998453056668625,0.9998365665527347,0.9997603715207145,0.9998847441195295,0.9994545256352725,0.9993154882411551,0.9999339990757854,0.9998284514849999,0.9998050055194756,0.9998502393744748,0.9994369871027657,0.9999659898531787,0.9998813933319312,0.9996407476052741,1.0,0.9998654735474205,0.9999306338248763,0.9998909655811961,0.9999322995696633
