,S010_007,S011_007,S014_007,S022_007,S026_007,S032_007,S034_007,S035_007,S037_007,S042_007,S044_007,S045_007,S050_007,S051_007,S052_007,S053_007,S055_007,S056_007,S057_007,S058_007,S059_007,S060_007,S061_007,S062_007,S063_007,S064_007,S065_007,S066_007,S067_007,S068_007,S069_007,S070_007,S071_007,S073_007,S074_007,S075_007,S076_007,S077_007,S078_007,S079_007,S080_007,S081_007,S082_007,S084_007,S085_007,S086_007,S087_007,S088_007,S089_007,S090_007,S092_007,S094_007,S095_007,S097_007,S099_007,S100_007,S101_007,S102_007,S103_007,S105_007,S106_007,S107_007,S110_007,S111_007,S113_007,S114_007,S116_007,S117_007,S119_007,S121_007,S122_007,S124_007
S044_007,0.9997040487395316,0.9998994533373805,0.9998008113328272,0.9999054332661226,0.9998401582393331,0.9999554511836267,0.9999693139475688,0.9999088717452566,0.9989648078888156,0.9997556055224904,1.0,0.9998658465489418,0.9997987003870015,0.9991474539094566,0.9995796048205834,0.9997466523379251,0.9995107756750954,0.9987392382681228,0.999946126881468,0.9988323969481778,0.9994623303633869,0.9999050683198264,0.9998078776668871,0.9997763100935128,0.9998051560236185,0.9999119214840746,0.9997073246649661,0.9999858025188818,0.9994915664783347,0.9997881625137681,0.999812419789792,0.9997777261203125,0.9996829816205589,0.9999469387908642,0.9999351305393507,0.9997044698617821,0.9999177681919682,0.9999773750007342,0.9999781661618924,0.9995783220030475,0.9999090141174106,0.9983632742171795,0.9994937061637581,0.9999409623356603,0.9995346715898956,0.9999902087841233,0.9984183541184228,0.9992095167774029,0.9999074679244763,0.9999502459513686,0.9993463425191944,0.9997816053604357,0.9999219759096788,0.9998196606563681,0.9997987662420919,0.9989114377209986,0.9986589488154015,0.9998376626520997,0.9999690633518783,0.9999845000517384,0.9994071158426485,0.9985669199488333,0.9995339849430878,0.9998474596336299,0.9998413776395191,0.9995497139186873,0.9998023557479011,0.9992742442307633,0.9994019899330344,0.9999206770151629,0.9997443157589803,0.9999231362906061
S045_007,0.9994165362197416,0.999934644562901,0.9994755822109533,0.9996248702663144,0.9995036805114005,0.9998477690162433,0.9999246071601632,0.9997708644155869,0.9982493817322571,0.9998865992532526,0.9998658465489418,1.0,0.9998374584657173,0.9987373913706417,0.9991462033970351,0.9993354556910355,0.9989196479577354,0.9979350071918199,0.9998861047964127,0.9983376497928231,0.9989587264722876,0.9998243483344957,0.9995738031907583,0.9995868666818706,0.9994767175280217,0.9997055791257735,0.9992555393632496,0.9997968265479854,0.9997485044560659,0.9997942779359166,0.9997448903428482,0.9997137889658861,0.9992835417283313,0.9999003878690766,0.9998753528188431,0.9996421838098948,0.9996641598003929,0.9998273971864994,0.9998796912610873,0.9998606965852959,0.9997404368760022,0.9975218438503258,0.9996568112385964,0.9999769847941341,0.9989638425190708,0.9998523130530975,0.9991058739663842,0.9984693699955642,0.9995821150734261,0.999841258646925,0.998956769114155,0.99982131378555,0.9997012840350775,0.9998262992298815,0.9997712240909289,0.9982399950992519,0.9980112569064763,0.9996949762634122,0.9997245202975902,0.9999205962900222,0.9989419618939795,0.9987566646578693,0.9994486288012561,0.9996294390693552,0.9999723883842268,0.9997907896045158,0.9997485996674951,0.9991415431311359,0.9995272943099147,0.9999779968943331,0.999725209766502,0.9997293380922289
S050_007,0.9995719545364543,0.9998948047755861,0.9996734496371256,0.999620961358462,0.9995449696618544,0.9997662848755233,0.9998058618530089,0.9998692947855157,0.9985666483333803,0.9995878561216914,0.9997987003870015,0.9998374584657173,1.0,0.9990412491384614,0.9994473854608563,0.9995738582224666,0.9991737215472373,0.9982682302612673,0.999895416250461,0.9987391716125045,0.9992908552954347,0.9997624663521224,0.9997241068498225,0.999855302126773,0.9992958421876577,0.9998272988686614,0.9994217780551407,0.9997446914616113,0.999663692817332,0.9998163512258653,0.9999089916179584,0.9995437884897569,0.9993588042130823,0.9998847250065147,0.999850370248268,0.9996194569121134,0.9995175593931449,0.9998484835098269,0.9997698804627506,0.9995048165629417,0.9998740611975695,0.9979284608137146,0.999825525040368,0.9998813088564741,0.9991072313992813,0.9998454348082775,0.9988565119711886,0.998707916371926,0.9995981614288222,0.9997398859782884,0.9993147813353217,0.999881450934931,0.9997713552131648,0.9996957750495437,0.9998645838277596,0.9985931313869323,0.9985619218203255,0.9998039027844462,0.9997459849998374,0.9998434508250145,0.9988701104204123,0.9991628750080784,0.9998043639986757,0.9998106394359495,0.9998702516194719,0.9994302822730592,0.9998715486720737,0.9994964126850245,0.9996262836149273,0.9998872263236035,0.9998955066415216,0.9997205409609311
S051_007,0.9997183261013706,0.9991519323390327,0.9995569476099282,0.9991980310298354,0.9995417741672173,0.9987940573168022,0.9989126419006458,0.9994740841949611,0.9997283068916787,0.9981685119508852,0.9991474539094566,0.9987373913706417,0.9990412491384614,1.0,0.9997253668574804,0.9995954863720019,0.9995788068862064,0.9996135334245122,0.9992538411974758,0.9998055742304982,0.9997774525264636,0.9988044661084474,0.9995959198913476,0.9995501619230319,0.9986537987271344,0.9994713218669998,0.9995284856530491,0.9993193883384827,0.9983709198951061,0.9992101261490137,0.999453359649556,0.999080625401337,0.9993129455727174,0.9991842191591007,0.9990601676212468,0.9991398598333192,0.9988418011138898,0.999327894505118,0.9989203864463162,0.9979877360524934,0.9993090893462897,0.9992856010785348,0.9989318223023474,0.998919760123418,0.999308321403695,0.9991707688015666,0.9962925941127428,0.9993893879702306,0.9993750658989348,0.9987926720618018,0.999689015327774,0.9992012002131154,0.9994767755823751,0.9983578542833733,0.999437782143362,0.9995140607341771,0.9996910871321961,0.9995224027405768,0.9992843386387962,0.9990328694479175,0.9990415499616139,0.9988855736870268,0.9994713148520645,0.9995909564915118,0.9988946238992785,0.9977795732190223,0.9994628017314513,0.9995751293268396,0.9988710785203708,0.9988889010184757,0.999384683595545,0.9991860309093118
S052_007,0.9998166887208545,0.9994929196891926,0.9998872059483657,0.9996577282158577,0.9998545320935639,0.9994180232534501,0.9994371040389814,0.9997952167206888,0.99974386563194,0.9987069530067042,0.9995796048205834,0.9991462033970351,0.9994473854608563,0.9997253668574804,1.0,0.9999527114141433,0.9999027366747577,0.9996153070044727,0.9996307249135414,0.9996464382279078,0.9999263627042835,0.9993426754772089,0.9999000364694892,0.9998524399530977,0.9992906547459686,0.9997689407896649,0.9999346647759152,0.999662389950674,0.9988307538622327,0.9995777607408062,0.9996875500955548,0.9992936618578973,0.9998018597735546,0.9995581573457737,0.9995049478482876,0.9992160144571556,0.9994212335114687,0.9997173619952474,0.9994654508706793,0.9984194485048217,0.9997635523895588,0.9994202522081046,0.9992254697341296,0.9993423246418974,0.9998123338069046,0.9996400363520472,0.9969674198196334,0.9997359448660137,0.9997238160491252,0.999433559352565,0.9998787787586946,0.9995362605031681,0.9998111641448282,0.9991492485005373,0.9996685987856223,0.9997416439344792,0.9996839039929803,0.9998020094175352,0.9997229721054003,0.9994560594324735,0.9993358350643554,0.998849989145064,0.9997053553262925,0.9998884316757677,0.999244088292616,0.9983260974237719,0.9996626174441997,0.9996400570939005,0.9991511939688534,0.9993033130104957,0.9996430901557833,0.9996129880054093
S053_007,0.9997959530099928,0.9995828564067786,0.9999203110184177,0.9997811411683424,0.9998864421749766,0.9996403378504621,0.9996032993127918,0.9998497579193003,0.9996152034037799,0.9990295659328926,0.9997466523379251,0.9993354556910355,0.9995738582224666,0.9995954863720019,0.9999527114141433,1.0,0.9999291468263558,0.9994874203671454,0.9997348408181637,0.9994019840794872,0.9998719526384977,0.9995974768593838,0.9998912335646996,0.9998803687015387,0.9995326771431302,0.9998694654409044,0.9999444711940509,0.9998043244939823,0.99901737239413,0.9996036661175071,0.9997447765498456,0.9993895145732188,0.9997967998687902,0.9996682092876512,0.9996562864772103,0.9993628768064824,0.999649866767853,0.9998292580716492,0.9996423286850108,0.9987419637049003,0.9998729375572909,0.9991763755907476,0.9992720465924942,0.9995312878395296,0.9998333855763395,0.9997843757689575,0.997340431708774,0.9997286909878088,0.9998526813311885,0.999625551992486,0.9997309213090141,0.9995700004860678,0.9998743414957132,0.999383510191609,0.9996873834137947,0.9995491282183895,0.9994451393592635,0.9998071496656493,0.9998637797080121,0.9996437112910412,0.9993742682914141,0.9986718702644553,0.9996762365009187,0.9999145435382745,0.9993995936247526,0.9987056969809754,0.9996857410880429,0.9994964584182462,0.9991064530446835,0.9994819652008707,0.9996608211466925,0.9997274223018074
S055_007,0.9996753438315131,0.9992326848762731,0.9997820347208984,0.9996551225389507,0.9998068279353092,0.9993636188019049,0.9993058164372747,0.9996032892228539,0.9998077257179493,0.9986154480329756,0.9995107756750954,0.9989196479577354,0.9991737215472373,0.9995788068862064,0.9999027366747577,0.9999291468263558,1.0,0.9997512358270039,0.9994522551836663,0.9994261507334316,0.9998689847927058,0.9993128874621642,0.9997063189280443,0.9996393933161586,0.999443813912412,0.999682909203356,0.9999251124046956,0.9996161995201441,0.9984873508791605,0.9992502407629298,0.9994257226308266,0.9991239496479518,0.9997579017366732,0.999367750549894,0.9993325687893371,0.9990993512460645,0.999508539859199,0.9996020504445932,0.9993769448799847,0.9982297763203888,0.9996275694799462,0.9994430388062988,0.9987628483341994,0.9991693197169644,0.9999083600079227,0.9995377069235305,0.9964694239786067,0.9999239071085542,0.9997482782275697,0.9993682824521802,0.9996462574809681,0.9991862426908144,0.9997028997774886,0.9990236624833658,0.9993604475069616,0.9996732292694697,0.9995391002203438,0.9995609378540979,0.9997013203957135,0.9993575222025144,0.9994179967372269,0.9981438708026963,0.9993517061796684,0.9997140515900154,0.998972999939802,0.9982153311130515,0.9993744683679492,0.9992068803172081,0.9986590800561483,0.9991029840257705,0.9993058174048036,0.9995374472119528
S056_007,0.9993549042399384,0.9984507940633193,0.9992941484119565,0.999049516278354,0.9993985601710734,0.9984161696103591,0.9984364320654366,0.998976172050351,0.9999740841650336,0.9974464542572953,0.9987392382681228,0.9979350071918199,0.9982682302612673,0.9996135334245122,0.9996153070044727,0.9994874203671454,0.9997512358270039,1.0,0.9987167866701296,0.9995938272162767,0.9996888079835353,0.9983505560462681,0.9992202330011561,0.9990485606960741,0.9986892945230624,0.9990860712072732,0.9995702429814436,0.9989566814907763,0.9973459753043631,0.9985160355478228,0.9987409640855767,0.9984815657456334,0.9993754242215905,0.9986091824460918,0.9984698054787661,0.9984561917408215,0.9987274690646434,0.9989140790925348,0.9985242204496129,0.9969865541242434,0.9988913835900485,0.9997777283412407,0.9978520100243246,0.9982365008040004,0.9996144219073457,0.9987642952760822,0.9946743764127917,0.9998471247925371,0.9991941466819036,0.9984746480467973,0.9994633883071148,0.998422796139675,0.9991511212116626,0.9979122566504784,0.9987121660227735,0.9997556967272649,0.9997172468815897,0.9990021245158165,0.9990375387053131,0.9985129649169546,0.9991621531981825,0.9975635709633347,0.9987494098390045,0.9991754016051296,0.9980279734782767,0.9968937031950676,0.9987538062567405,0.9988273709360156,0.9979384987591955,0.9981673511851267,0.9986158342156549,0.9988825073679898
S057_007,0.9997336880586258,0.9999677669123698,0.9997815145209124,0.9998343526381572,0.9998116369723692,0.9998772299453444,0.9999414314964522,0.9999618157303218,0.9989574231701065,0.9996497044548623,0.999946126881468,0.9998861047964127,0.999895416250461,0.9992538411974758,0.9996307249135414,0.9997348408181637,0.9994522551836663,0.9987167866701296,1.0,0.9989663032729403,0.9994638859522627,0.9998514404356061,0.9998597219279932,0.9998593780880504,0.9995952884870506,0.9999317185359111,0.9996881543700092,0.9999278920830275,0.9996114690673384,0.9998838421957911,0.9998862803152737,0.9997092467274884,0.9996725058414414,0.999964933810587,0.9998921355912144,0.9996724911143818,0.9997698199313557,0.9999793332324689,0.9999162796072596,0.9995230152121503,0.9999351288071732,0.9983716750057188,0.9996532733082644,0.9999318832609775,0.9994705688430379,0.9999599525380118,0.9985217324528558,0.9991128201731522,0.99980107886233,0.9998991455548109,0.9994566837749762,0.999887763558276,0.999934977857694,0.9997856182189762,0.9999032358446108,0.9989336904477909,0.9987680012945319,0.9999012353869574,0.9999148365385853,0.9999409617945952,0.9992664320355731,0.9989372635932243,0.9997214683247497,0.9998995814264443,0.9998885617776876,0.9994530159103285,0.9998855459343172,0.9994584669692081,0.9995591374644344,0.9999168580303173,0.9998601231499973,0.9998819584227898
S058_007,0.9996711056781384,0.9988961603528329,0.9994898186359333,0.9990790085374315,0.9994461827277342,0.9984409477721121,0.9986410699894478,0.9992513342775579,0.9997486091933184,0.997675868074659,0.9988323969481778,0.9983376497928231,0.9987391716125045,0.9998055742304982,0.9996464382279078,0.9994019840794872,0.9994261507334316,0.9995938272162767,0.9989663032729403,1.0,0.9997782315883359,0.9982796518897744,0.9994935568688106,0.9993541658875476,0.998431724383994,0.9992113414929958,0.9994753335442668,0.9990163688327017,0.9977464425875379,0.9990086901902918,0.999177628913434,0.9989648767300852,0.9993811087261748,0.9989775372295935,0.9987841635453257,0.9988906889643258,0.9985345762023733,0.9990696956925045,0.998670217897528,0.9973589197302123,0.9990115561057585,0.999673985407776,0.9986306247357842,0.9985301111039696,0.9993003169394037,0.9989126432332072,0.9955041424390204,0.9993730776125398,0.999176577851072,0.9985230044724503,0.9998529342055723,0.9990103208615909,0.9993168778793273,0.9980044334792645,0.9992061259377969,0.9997889116401113,0.9999107251876804,0.9994004131138404,0.999035459504148,0.998700760542378,0.999185636863403,0.9986925080798305,0.9992583056662846,0.999422906027485,0.9984732742620819,0.9970982335505961,0.9993047594444214,0.9995837303614594,0.9989711158065058,0.9985582592896053,0.9991862785511493,0.9990758267544694
