,S011_004,S032_004,S046_004,S050_004,S054_004,S059_004,S062_004,S065_004,S068_004,S074_004,S084_004,S091_004,S095_004,S102_004,S107_004,S108_004,S110_004,S111_004,S113_004,S114_004,S115_004,S116_004,S117_004,S118_004,S119_004,S121_004,S124_004,S125_004
S084_004,0.999050151533629,0.9993197514204623,0.9996131655819781,0.9989597189885409,0.9981725965599225,0.9994072350725155,0.9996352826403391,0.9998379415949127,0.9993593604387211,0.9994498871200053,1.0,0.997829136426979,0.9990579667474405,0.999195458058063,0.9997281024722056,0.9991986177906809,0.999164970723206,0.9992707550024151,0.9991745605453338,0.9993440572903259,0.9990569178809192,0.9993952237035745,0.9992866790956386,0.9992222762315572,0.9993883570767623,0.999464206160463,0.9996648891546392,0.9993713928896698
S091_004,0.9994556248738946,0.9990417163558423,0.9990354184979732,0.9991360266894026,0.9993610603219765,0.9969244051985675,0.9984370461838395,0.9985088508706818,0.9986533335902171,0.999130987084239,0.997829136426979,1.0,0.9989100635290445,0.9988375036411329,0.9987791968419615,0.9986988283436081,0.9993149332389983,0.9986430534358756,0.9989000451369341,0.9988439273833851,0.9987220061243538,0.999013362137842,0.9985541226634936,0.9978123574971973,0.9990564743479033,0.9992601122288861,0.9985689267836179,0.9988668361341548
S095_004,0.9996499048869486,0.9998136265204802,0.9997108996300574,0.9998191292357468,0.9990578249503096,0.9990946679120264,0.9995085551571561,0.9993996382855489,0.9997561808516551,0.9998534799281915,0.9990579667474405,0.9989100635290445,1.0,0.9996389368650843,0.9995598996076033,0.9995919754277319,0.9997804744707609,0.999479093949635,0.9998193269784249,0.9998981232093973,0.9995090497999314,0.9998802551167025,0.9998462784534263,0.9994511302848694,0.9998660272263198,0.999662014629666,0.9997227835571874,0.9998687922040448
S102_004,0.9996984390953663,0.9994890345786962,0.9996269970082678,0.9995706478896144,0.9991124799637423,0.9988312654897582,0.999426849990252,0.999561574830208,0.9994399886095502,0.9996435477170889,0.999195458058063,0.9988375036411329,0.9996389368650843,1.0,0.9993376421262206,0.9998790731296923,0.9995462964316093,0.999140823847553,0.9997393401698705,0.99977399977084,0.9998247686256431,0.9998564836159592,0.9997242655565036,0.999752079753281,0.9998194644422399,0.9998267209722862,0.9998102253426064,0.9997147548533686
S107_004,0.999607878890975,0.9998219978918561,0.9998812847640309,0.9996183175485942,0.999041585354118,0.999328648508909,0.9998246975361472,0.9998412591556823,0.9997456995340435,0.9998832028401521,0.9997281024722056,0.9987791968419615,0.9995598996076033,0.9993376421262206,1.0,0.9994562554628562,0.9997712816445256,0.999689395635304,0.9996318149891319,0.9997080021161561,0.9993025014253415,0.9997353726889256,0.9995983647874596,0.9991167730990315,0.9997439967455286,0.9997180607366631,0.9997630093793984,0.9997672492246821
S108_004,0.9997982626982563,0.999592839688342,0.9996387298693876,0.9997103599045902,0.9993503545274294,0.9990515686415786,0.9996315969504491,0.9996184075408058,0.9995899375772982,0.9997142707946386,0.9991986177906809,0.9986988283436081,0.9995919754277319,0.9998790731296923,0.9994562554628562,1.0,0.9996659378407649,0.9993512163324816,0.9998429406987152,0.9998381096753907,0.9998112633462892,0.9998746952822289,0.9998177962581707,0.9997026404566712,0.9998530495262316,0.9997784532814569,0.9998495582702602,0.9998034211611738
S110_004,0.9999052069166169,0.9999537665365753,0.9998692482481653,0.9999449123782258,0.999650022495664,0.998822663962567,0.9996121836764963,0.9995208985899652,0.9997482633626341,0.999938664675411,0.999164970723206,0.9993149332389983,0.9997804744707609,0.9995462964316093,0.9997712816445256,0.9996659378407649,1.0,0.9996708281761835,0.9998839953412305,0.9998707293240942,0.9996078734781864,0.9998823055197873,0.9996967157225117,0.9991461949063146,0.9998892622784287,0.9997781899354488,0.9996818484269906,0.9998259444361128
S111_004,0.9995793481661109,0.9997925897588449,0.9997640060518969,0.9994542213690227,0.9989691728583852,0.9992304829838896,0.999786022972784,0.9993998367429008,0.9999143411162895,0.9997536168846661,0.9992707550024151,0.9986430534358756,0.999479093949635,0.999140823847553,0.999689395635304,0.9993512163324816,0.9996708281761835,1.0,0.9994195138560406,0.9996829890111287,0.9989666764608549,0.9995773948627295,0.9996499841720441,0.9991880000665897,0.99970952334905,0.9995828865273007,0.9995925767707862,0.9995408996520103
S113_004,0.9998023655362002,0.9998421148227717,0.9997642034964481,0.9999546087830969,0.9995225859156539,0.9989508152299637,0.9995451894928465,0.9995395503714846,0.9996442367462823,0.9998525532328629,0.9991745605453338,0.9989000451369341,0.9998193269784249,0.9997393401698705,0.9996318149891319,0.9998429406987152,0.9998839953412305,0.9994195138560406,1.0,0.999925590465591,0.999851512489839,0.9999419289478045,0.9997879404825191,0.9994345614535678,0.9998878174944079,0.9997076497235824,0.9997782466897764,0.9998817121699906
S114_004,0.9998082387808647,0.9999051963684642,0.999870017440038,0.9998668191797067,0.9993014632620528,0.9992470274468729,0.9997343608181688,0.9996182267723314,0.9998644663503157,0.9999248046416906,0.9993440572903259,0.9988439273833851,0.9998981232093973,0.99977399977084,0.9997080021161561,0.9998381096753907,0.9998707293240942,0.9996829890111287,0.999925590465591,1.0,0.9997142414937223,0.9999746122056709,0.9999345510624694,0.9996550917300481,0.999977888021205,0.9998119798960463,0.9998959335500138,0.9999111969117075
S115_004,0.9996316334368075,0.9995302384957757,0.9995817178449822,0.9996959540370086,0.9994393258925007,0.9984552211068135,0.9991857531022396,0.9993849774739447,0.9992186239764881,0.9995519206191958,0.9990569178809192,0.9987220061243538,0.9995090497999314,0.9998247686256431,0.9993025014253415,0.9998112633462892,0.9996078734781864,0.9989666764608549,0.999851512489839,0.9997142414937223,1.0,0.9997911400426261,0.9995036791949561,0.9994287975473968,0.9996966988815247,0.9996087909560998,0.9996280438055455,0.9995945133770918
S116_004,0.9998587860595476,0.999870300495349,0.9998804907070036,0.9998778212739403,0.9993650458566915,0.9991582190703557,0.9997135508381123,0.9997088168132969,0.9997857675616292,0.999937219737767,0.9993952237035745,0.999013362137842,0.9998802551167025,0.9998564836159592,0.9997353726889256,0.9998746952822289,0.9998823055197873,0.9995773948627295,0.9999419289478045,0.9999746122056709,0.9997911400426261,1.0,0.9998918801253575,0.9996226939099763,0.9999820915912677,0.999887032013366,0.9999142609183019,0.9999376943686541
S117_004,0.9996909685091996,0.9997444084021148,0.9997143921396999,0.999708231769265,0.998971695661634,0.9995042442392345,0.9998049851686346,0.9996093824618505,0.9998944852621905,0.9998428964937504,0.9992866790956386,0.9985541226634936,0.9998462784534263,0.9997242655565036,0.9995983647874596,0.9998177962581707,0.9996967157225117,0.9996499841720441,0.9997879404825191,0.9999345510624694,0.9995036791949561,0.9998918801253575,1.0,0.9997657702067534,0.9999149419377009,0.999739223169773,0.999906555994981,0.9999075545489444
S118_004,0.9992672591247883,0.9992540921342898,0.999402810592954,0.9991643945289693,0.998346208619419,0.999318712780441,0.9994803858422193,0.9994017391412767,0.9994961314139783,0.9993940626381935,0.9992222762315572,0.9978123574971973,0.9994511302848694,0.999752079753281,0.9991167730990315,0.9997026404566712,0.9991461949063146,0.9991880000665897,0.9994345614535678,0.9996550917300481,0.9994287975473968,0.9996226939099763,0.9997657702067534,1.0,0.9996358123973643,0.9995197789876323,0.999778049899546,0.999515808437087
S119_004,0.9998870137246211,0.9998938699878536,0.9999074089580743,0.9998407307537577,0.9993522671774321,0.9991924471448412,0.9997733201519543,0.9996899047816721,0.9998661080480403,0.9999525200816965,0.9993883570767623,0.9990564743479033,0.9998660272263198,0.9998194644422399,0.9997439967455286,0.9998530495262316,0.9998892622784287,0.99970952334905,0.9998878174944079,0.999977888021205,0.9996966988815247,0.9999820915912677,0.9999149419377009,0.9996358123973643,1.0,0.9999150131074622,0.9999124235755434,0.9999129879843235
S121_004,0.999882578679506,0.9997342151994304,0.999876745656566,0.999648405756702,0.9992857034640136,0.9989941075506994,0.99972366960042,0.9997717043042159,0.9997062543252255,0.9998730369248752,0.999464206160463,0.9992601122288861,0.999662014629666,0.9998267209722862,0.9997180607366631,0.9997784532814569,0.9997781899354488,0.9995828865273007,0.9997076497235824,0.9998119798960463,0.9996087909560998,0.999887032013366,0.999739223169773,0.9995197789876323,0.9999150131074622,1.0,0.9998582209802389,0.9997943509063474
S124_004,0.9996912797806932,0.9997266034169267,0.9998325162699364,0.9996362509120461,0.9989622551749676,0.9995214753102065,0.9998675825630893,0.9998694602798874,0.9998064666910997,0.9998585042476957,0.9996648891546392,0.9985689267836179,0.9997227835571874,0.9998102253426064,0.9997630093793984,0.9998495582702602,0.9996818484269906,0.9995925767707862,0.9997782466897764,0.9998959335500138,0.9996280438055455,0.9999142609183019,0.999906555994981,0.999778049899546,0.9999124235755434,0.9998582209802389,1.0,0.9998938739483897
S125_004,0.9997769093736252,0.9998010950565206,0.9997674679005367,0.9998488832737595,0.9991851495372839,0.9993825730145333,0.9997893311051488,0.9997523216716493,0.9998069196529713,0.9999310797857857,0.9993713928896698,0.9988668361341548,0.9998687922040448,0.9997147548533686,0.9997672492246821,0.9998034211611738,0.9998259444361128,0.9995408996520103,0.9998817121699906,0.9999111969117075,0.9995945133770918,0.9999376943686541,0.9999075545489444,0.999515808437087,0.9999129879843235,0.9997943509063474,0.9998938739483897,1.0
