,S010_006,S011_006,S014_006,S022_006,S026_006,S032_006,S035_006,S037_006,S042_006,S044_006,S045_006,S046_006,S050_006,S052_006,S055_006,S056_006,S057_006,S058_006,S060_006,S062_006,S064_006,S065_006,S066_006,S067_006,S068_006,S069_006,S071_006,S072_006,S073_006,S075_006,S076_006,S077_006,S078_006,S080_006,S081_006,S082_006,S083_006,S085_006,S087_006,S093_006,S094_006,S095_006,S098_006,S100_006,S105_006,S106_006,S108_006,S110_006,S112_006,S113_006,S114_006,S115_006,S116_006,S117_006,S118_006,S119_006,S120_006,S122_006,S124_006,S125_006
S045_006,0.9999356967051477,0.9999292815844852,0.999791886558755,0.9999569190560228,0.9999276708895106,0.9999716753500305,0.9996800387500338,0.999981101352878,0.9999552313331873,0.9999455693082291,1.0,0.9999216665186924,0.9999449262095664,0.999982318136782,0.9999663834569532,0.9999447885203137,0.999591878582208,0.9999795473997238,0.9998708539812451,0.999262407621483,0.9999585973439465,0.9995514307779227,0.999958752250665,0.9998355312476678,0.999979865569489,0.9999481004472669,0.9999147576988506,0.9999674308849154,0.9999453705244716,0.9999820053438746,0.9999638573291633,0.9998710142872993,0.9999492001434276,0.9999642089985228,0.9999711434351624,0.9999228912946769,0.9999280241991138,0.999963985216336,0.9998224067599197,0.9999763539600198,0.999121021477172,0.9999643481553231,0.9996429431108677,0.9998259628251486,0.9999573438735554,0.9996013521810716,0.9998944383473742,0.9996448716991749,0.9999541194047243,0.9999571005738498,0.9998185206273056,0.9999336965478728,0.999927442508856,0.9999550722234698,0.9999740310770996,0.9999639878790778,0.9999487312498334,0.9999130441181947,0.9999782126815716,0.999886435875825
S046_006,0.9999834869909686,0.9999123766224064,0.9998277033861585,0.9999782142445728,0.9999650320360731,0.9999612654829544,0.9998376505194654,0.9999730334163315,0.9999741126222012,0.9999690421857581,0.9999216665186924,1.0,0.9999509935773679,0.9999548773605795,0.9999834578304835,0.999928041775896,0.9993922158990876,0.9999283609797814,0.999933373557918,0.9995771069267569,0.999959747977757,0.9995845798254248,0.9999830358781671,0.999930843101761,0.9999456546074388,0.9999680435544059,0.999977539522562,0.999975875287827,0.9999673814077907,0.999976032790741,0.999983551046452,0.9999102481585498,0.9999543638326052,0.9999717099684331,0.9999627367749556,0.9999167876160593,0.9998964447276301,0.9999028856804342,0.9999208963500977,0.9999533341324663,0.9988257691113825,0.9999409857149346,0.9997408104429069,0.9997572330311308,0.9999885638865192,0.999438337236052,0.9999703583622134,0.9994058426095018,0.9999540707727793,0.999893519882547,0.9999228884066385,0.9999872281051102,0.9999192797635829,0.9999651672229943,0.9999614170572451,0.9999754540696373,0.9999854842794301,0.9998235120429291,0.9998527463611472,0.9999895892335603
S050_006,0.9999606995240136,0.9999191269357356,0.9998450268966316,0.9999776208530186,0.9999147904813728,0.9999630861804605,0.9998237247654317,0.9999625544980774,0.9999576668579403,0.9999757178599539,0.9999449262095664,0.9999509935773679,1.0,0.999938646481619,0.999975236166055,0.9999558037481127,0.9993712302594003,0.9998976391695371,0.9999584558139897,0.999590012930831,0.9999240483123568,0.9996159575129046,0.9999787401381786,0.9999396438240054,0.9999453842158471,0.999970956521378,0.9999710988679331,0.9999776199963939,0.9999712734338092,0.9999621919299297,0.9999708840187559,0.9999190299503421,0.9999786785830004,0.999938275679337,0.999951111908131,0.9998330645604275,0.9998353773980839,0.9998793552667905,0.9999436002401167,0.9999662553733945,0.9988060393949064,0.9999684697497357,0.9997323287861389,0.9998036839299502,0.9999673616644911,0.9993812604130157,0.999945461467716,0.9993646927969678,0.9999936449461733,0.9998774809607149,0.9999146905728302,0.9999703301122658,0.9999901230071911,0.9999698382297656,0.9999726211965536,0.9999834387066548,0.9999715207148675,0.9998080611115764,0.9998997009614536,0.9999142950955675
S052_006,0.9999689767358303,0.9999376574436271,0.999790667172128,0.9999728318857932,0.9999498564470932,0.9999715802329315,0.9997496057041511,0.9999848666501197,0.9999654728732281,0.9999620730752868,0.999982318136782,0.9999548773605795,0.999938646481619,1.0,0.9999750017938855,0.999950852170159,0.9995990045073329,0.9999810979323329,0.9999007571487655,0.9993510663718359,0.9999856652377124,0.999553962871683,0.9999700293362426,0.9998431543791295,0.999993910953113,0.9999686153192558,0.999933165457806,0.999974539659024,0.9999477130350234,0.9999850796303689,0.9999817321505498,0.9998806103979077,0.9999628411344181,0.9999708198860165,0.9999876464970812,0.9999362968156569,0.9999669262438781,0.999975702821081,0.9998334176253146,0.999987412624597,0.999032216866173,0.9999599621260933,0.999718273916945,0.9998386651320662,0.9999721191484421,0.9996154174089379,0.9999275471924217,0.9995897029409876,0.9999447144702043,0.999936460141924,0.9998630632855273,0.9999490077403378,0.9999249125643278,0.9999686591715339,0.9999763039548227,0.9999614415740926,0.9999738254891085,0.9998987870941053,0.999948786422816,0.9999360340305127
S055_006,0.9999731913939115,0.9999312321230881,0.9998094073239021,0.9999944253914206,0.999954034002518,0.9999738727259361,0.9998298210691038,0.9999948079505455,0.9999818678131368,0.9999873862650802,0.9999663834569532,0.9999834578304835,0.999975236166055,0.9999750017938855,1.0,0.9999495093838697,0.9994360634096874,0.9999597016917071,0.9999464849614136,0.9995042738033324,0.9999787073070716,0.9995419834381478,0.9999966782775611,0.9999267955383544,0.9999757126892094,0.9999844097034534,0.9999825960687502,0.9999921465358966,0.9999878937591964,0.9999894676235896,0.9999894123539629,0.9999394611027176,0.9999645995616294,0.9999868742904142,0.9999894199145073,0.9999252067298534,0.9999064083402442,0.999922439152688,0.9999099397749852,0.9999821533273634,0.9988872649243842,0.9999662664343646,0.9997625914921733,0.9997903477183605,0.9999943229839444,0.9994828259825379,0.9999593858226938,0.999456354010883,0.9999833048280248,0.9999219353983394,0.9999199509334714,0.999982039872709,0.9999531418977382,0.9999836517268191,0.9999814571325384,0.9999929225487794,0.9999929779877397,0.9998365419042379,0.9999215349671052,0.9999566204817257
S056_006,0.9999699144024731,0.9999896949138695,0.9999150951915257,0.9999456808705038,0.9998828470863446,0.9999791517917876,0.9997244541128174,0.9999601221269577,0.9999490059790452,0.999948838211768,0.9999447885203137,0.999928041775896,0.9999558037481127,0.999950852170159,0.9999495093838697,1.0,0.999352055321063,0.9999222392778828,0.9998814011463253,0.9994568240964458,0.9999303164890084,0.9997350164654937,0.9999545676696449,0.9998307877646219,0.9999438676825472,0.9999202212091425,0.999943734427661,0.9999737924231185,0.9999094937484727,0.9999550305300233,0.999971727763158,0.9999256678090823,0.9999851455221251,0.9999377437007537,0.999941938227469,0.9998220719051363,0.9998484946216198,0.999879787533121,0.9998321454654943,0.999953159115683,0.9991113313886878,0.9999815698851342,0.9996354462006289,0.9997127498590349,0.9999312617728991,0.9993268749045715,0.9999588461119637,0.9995209830761055,0.9999606107960334,0.9999293107890173,0.999814540057917,0.9999485750917737,0.9999335024790416,0.9999783510596872,0.999927035446548,0.999960584368163,0.9999478036397268,0.9998784082336925,0.9999409966490826,0.9999243815581788
S057_006,0.9994217473082769,0.9993327357160114,0.9990693178537389,0.9994613830793301,0.9995004837726971,0.999468160577897,0.9990071640739618,0.9994664735551128,0.9994740929201172,0.9993720363186515,0.999591878582208,0.9993922158990876,0.9993712302594003,0.9995990045073329,0.9994360634096874,0.999352055321063,1.0,0.9995548173792611,0.9993186861304063,0.9983206855770929,0.9995234466953028,0.9988701000233783,0.9993970264725949,0.9991777764500681,0.9995991269899291,0.9995012682053875,0.9992468018597251,0.999398792860511,0.9993985046617716,0.9995206990791398,0.9994413569488357,0.9990659254882954,0.9994219191047923,0.9994192737261464,0.9995054814996318,0.9995543597585218,0.9997486214993435,0.999757347120138,0.9992039856304341,0.9995193927357271,0.9986577508574432,0.9993816943739274,0.9991272607070532,0.9997938787641021,0.9994598292782698,0.9999622950288375,0.9992145981796003,0.9994992039421486,0.999336436310872,0.9994382490890853,0.9992655216241904,0.9993425020017235,0.9993985192586613,0.9993555053724754,0.9995835545827426,0.9993792981340729,0.9994230949948113,0.9995860192544669,0.9995029342151118,0.9993246726314989
S058_006,0.9999290042777248,0.999920505199541,0.9997598780805136,0.999940246139022,0.9999388475555058,0.9999530058810058,0.9996748452314658,0.9999808968161673,0.9999412690134178,0.999936624914985,0.9999795473997238,0.9999283609797814,0.9998976391695371,0.9999810979323329,0.9999597016917071,0.9999222392778828,0.9995548173792611,1.0,0.9998369104730661,0.9992067631513694,0.9999727060334723,0.9994933053163058,0.999952164323698,0.9998086897705603,0.9999682717921422,0.999928377545143,0.9999112288358452,0.9999594538866073,0.9999329416577961,0.9999740735605563,0.9999591336438715,0.9998799102896423,0.9999181585830552,0.9999818599733888,0.9999728005802916,0.9999677663924339,0.9999443084367398,0.9999563666201468,0.9997770624904342,0.9999625171744007,0.9991694559460153,0.9999456711793554,0.999643649063331,0.9997496857380744,0.9999543705827745,0.9995936831719775,0.9999023992307297,0.9996729901048539,0.9999228005232306,0.9999693456995621,0.9998035234032476,0.9999280795407794,0.9998671337949099,0.999950992304405,0.9999433530851882,0.9999492839273947,0.9999452562840331,0.9999063645303115,0.999961644528119,0.9999104959967493
S060_006,0.9999260970673,0.9998313966835863,0.9996966601273376,0.9999645751316251,0.9998821341853085,0.9998813044616459,0.9999457643890578,0.9999146092926583,0.999907924369888,0.9999669151588871,0.9998708539812451,0.999933373557918,0.9999584558139897,0.9999007571487655,0.9999464849614136,0.9998814011463253,0.9993186861304063,0.9998369104730661,1.0,0.9997026966135394,0.9999129156182268,0.9994081946428619,0.9999520702821636,0.999942623652528,0.9999196544369456,0.9999768028116256,0.9999564113507154,0.9999320687920193,0.9999580270509726,0.9999027180942638,0.9999301393188188,0.9999005681210957,0.9999270755710042,0.9998909159515363,0.999937278471219,0.9997939453311717,0.999821157270742,0.9998272370207004,0.9999425851835285,0.9999432913601358,0.9984152693426207,0.9998975567458155,0.9998927769704661,0.999812861820627,0.9999440403290322,0.9993737458721865,0.999916520707072,0.9991113214372701,0.9999483230420164,0.9997533018880933,0.9999849656746416,0.9999295239672953,0.9999716066834604,0.9999336502975638,0.9999382758393478,0.9999323298110553,0.999964101815264,0.9996543860692491,0.9998059796558892,0.9998924856035871
S062_006,0.9995588553449507,0.9993760463893876,0.9994210503609385,0.9995400404815575,0.9994296566704853,0.9994161300094813,0.9997935571672584,0.9994176076518189,0.9994621027664321,0.999568384664516,0.999262407621483,0.9995771069267569,0.999590012930831,0.9993510663718359,0.9995042738033324,0.9994568240964458,0.9983206855770929,0.9992067631513694,0.9997026966135394,1.0,0.9993858536322435,0.9991923635582223,0.9995391294325768,0.9997021595712623,0.9993690950307765,0.9995490157029306,0.9996332639585898,0.9995018430484965,0.9995368631516831,0.9994077293406195,0.9995056406116372,0.9995487987483,0.9995390954373122,0.9993936878667663,0.9994259828899302,0.9991695727441428,0.9991762765263396,0.9991817517078013,0.9997385455323741,0.999446433708313,0.9973655029078483,0.9994483941218033,0.9995852545103765,0.9992262528382639,0.9995147627247122,0.9983743474969057,0.9996171011126276,0.9980807846419492,0.9995515492695871,0.9991438055838899,0.9997235328713309,0.9995770864936157,0.999597940895345,0.9995157243457796,0.9994532128019806,0.9995138796085183,0.9995627378608605,0.9990041352711758,0.9991358635775245,0.9995680388073552
S064_006,0.9999545176586421,0.9999274487451686,0.9997403422814671,0.9999795795388209,0.9999252009566395,0.9999515643566094,0.9998021916356576,0.9999815290671746,0.9999694525911881,0.9999608282567269,0.9999585973439465,0.999959747977757,0.9999240483123568,0.9999856652377124,0.9999787073070716,0.9999303164890084,0.9995234466953028,0.9999727060334723,0.9999129156182268,0.9993858536322435,1.0,0.9994595728745438,0.9999680475852117,0.9998418619612875,0.9999890906585068,0.9999681070833256,0.9999421031641773,0.9999649631645301,0.9999485668852156,0.9999718535197049,0.9999688901296698,0.9999120781164621,0.9999344836253025,0.9999723661609268,0.9999947717734581,0.999933619988813,0.9999551108641749,0.9999403929122163,0.9998188391814012,0.9999729866423509,0.9989136594675647,0.9999309535906646,0.9997837756740531,0.9997989997035661,0.9999677665905448,0.9995773139127112,0.9999254511879082,0.9994989934939487,0.9999351252653099,0.9999077495573641,0.9998827166067071,0.9999372918688593,0.9999078751334471,0.9999623628394443,0.9999589933977459,0.9999526954413769,0.9999747277678841,0.9998280865754063,0.9999263069578035,0.9999405984351254
S065_006,0.9996860841518248,0.9997345583607677,0.999931791695655,0.9995246299745644,0.9995383350021766,0.9997086947203919,0.999142172485754,0.999568649278033,0.9996062633668336,0.9995276559680869,0.9995514307779227,0.9995845798254248,0.9996159575129046,0.999553962871683,0.9995419834381478,0.9997350164654937,0.9988701000233783,0.9994933053163058,0.9994081946428619,0.9991923635582223,0.9994595728745438,1.0,0.9995643789158928,0.9994480262319703,0.9995018371909499,0.9994684410671782,0.9995647465993392,0.9996215124649657,0.9994625829566385,0.9996110000479814,0.9996383819618023,0.9994840134110522,0.9997120944354931,0.9995382170112906,0.999472343185417,0.999358839570196,0.9993929890723248,0.9994945712860712,0.9995080178263971,0.9995283005001439,0.9992239048873782,0.9996804207292801,0.9988780408661139,0.9992415641976975,0.9995386746838149,0.9986938444275686,0.9996648105136726,0.9993645622391609,0.999594891583399,0.9996462841763628,0.9993032948142896,0.9996435999045812,0.9995467155877225,0.9996129905418608,0.9995376964862313,0.9996105671588521,0.999540852119144,0.999725639034384,0.9995306571687068,0.999634271390756
S066_006,0.9999784147697987,0.999928895353028,0.9998247368149715,0.9999886481368863,0.9999610283945316,0.9999696069663765,0.9998417955978744,0.9999913063487722,0.999968393393476,0.9999951903367267,0.999958752250665,0.9999830358781671,0.9999787401381786,0.9999700293362426,0.9999966782775611,0.9999545676696449,0.9993970264725949,0.999952164323698,0.9999520702821636,0.9995391294325768,0.9999680475852117,0.9995643789158928,1.0,0.9999407788397103,0.9999660856282379,0.9999831295803654,0.9999907320146688,0.9999964545094319,0.9999904069709197,0.999983910465412,0.9999933869057651,0.9999461155271541,0.9999729373358278,0.9999851229971254,0.9999835933480505,0.9999169351625127,0.999890771235962,0.9999119566433818,0.9999255835108937,0.9999851087458546,0.9988817793236234,0.9999770083138885,0.9997639447431339,0.9997732194009622,0.9999948690080481,0.9994380788236641,0.99997366961882,0.9994352875309341,0.9999886518850151,0.999919155909237,0.9999295718133167,0.999990376095696,0.9999583323064568,0.9999912947847246,0.999975414742846,0.9999956840586046,0.9999963306377645,0.9998350539583942,0.9999153819291464,0.999960286066463
S067_006,0.9998967760932389,0.9997715394266402,0.9997320292157954,0.9999175745763387,0.9999162085361676,0.9998620420347889,0.9998747493493899,0.9998944188873988,0.9998720588861213,0.9999401840616351,0.9998355312476678,0.999930843101761,0.9999396438240054,0.9998431543791295,0.9999267955383544,0.9998307877646219,0.9991777764500681,0.9998086897705603,0.999942623652528,0.9997021595712623,0.9998418619612875,0.9994480262319703,0.9999407788397103,1.0,0.9998408670390181,0.9999301385069143,0.9999538885985012,0.9999186895652793,0.9999629516009569,0.9998913441456937,0.9999112215518065,0.9998703479609309,0.9998905722627958,0.9998941924437326,0.9998787731666308,0.999814283096455,0.9997328938505842,0.9997768708804278,0.9999912213877592,0.9998947905740397,0.9984745894909488,0.9998890589603452,0.9997439905064025,0.9996968922477394,0.9999428789561652,0.9992458012623527,0.9999130725190718,0.9991252793875119,0.9999410184340106,0.9997722940250201,0.9999540443572085,0.9999502983220372,0.9999219193799795,0.999904631010523,0.9999098542088217,0.9999380542494367,0.9999340657824226,0.9996659817582725,0.999744933715873,0.9998905430978796
S068_006,0.9999564286896623,0.9999303650500635,0.9997566076133666,0.9999816376803486,0.9999237898303365,0.9999626688392107,0.9997760297690712,0.9999796875501096,0.9999693289452427,0.9999610114023917,0.999979865569489,0.9999456546074388,0.9999453842158471,0.999993910953113,0.9999757126892094,0.9999438676825472,0.9995991269899291,0.9999682717921422,0.9999196544369456,0.9993690950307765,0.9999890906585068,0.9995018371909499,0.9999660856282379,0.9998408670390181,1.0,0.9999763287065034,0.9999301876017047,0.9999667496478324,0.9999487298757634,0.9999769695454884,0.9999707921986741,0.9998862911533668,0.9999549533550695,0.9999584505956837,0.9999919088602222,0.9999133241594435,0.9999604990079971,0.9999640848862444,0.999831499279352,0.999985885215812,0.9989379482744373,0.9999458308712614,0.9997617815046045,0.9998630367468866,0.9999654739952785,0.9996239609921844,0.999910871738458,0.9995307421990197,0.9999468191742275,0.9999093511959133,0.9998757550374647,0.9999341446570592,0.999939955695616,0.9999615849596095,0.9999792035713657,0.9999556742637596,0.9999715038244033,0.9998580453618221,0.9999478392478748,0.9999163238154414
