,S010_001,S011_001,S014_001,S022_001,S026_001,S028_001,S029_001,S032_001,S034_001,S035_001,S037_001,S042_001,S044_001,S045_001,S050_001,S052_001,S055_001,S058_001,S064_001,S066_001,S067_001,S069_001,S071_001,S072_001,S075_001,S077_001,S078_001,S081_001,S082_001,S087_001,S089_001,S090_001,S092_001,S100_001,S106_001,S109_001,S110_001,S111_001,S112_001,S113_001,S117_001,S119_001,S120_001
S037_001,0.9999541139506429,0.9999253904403202,0.9999054035343368,0.9999243070152944,0.9999589098472217,0.9998425387319687,0.9999100825808163,0.9999141444119617,0.9999776568290449,0.999909777289675,1.0,0.9999472497036556,0.999811381267559,0.9996849163909086,0.9999190659024434,0.999948594550092,0.9995049071615032,0.9999668476605322,0.9997863748890535,0.9998970220865592,0.9998679771880925,0.9999715701736982,0.9999865404164054,0.9999437673209329,0.9999445464353639,0.9999634413384668,0.9998422962628464,0.9999831458184328,0.9999585854514932,0.9998479938338449,0.9999142894130886,0.9999394437631193,0.9999370130064918,0.9999024980107243,0.9999725619342168,0.9998636811928258,0.9998914785727115,0.9998674820770735,0.9997991771239287,0.9999434393384955,0.9997325247040749,0.999792107970124,0.9999113027084575
S042_001,0.9999828478042664,0.9999588601850943,0.9999825432054075,0.9999925969261082,0.9999743764933041,0.9999321952526243,0.999991008874559,0.9999848146235576,0.9999898343011351,0.999958072407177,0.9999472497036556,1.0,0.9999485227147707,0.999809559787467,0.9999603540430464,0.9999666918795017,0.9994176346711259,0.999985365514947,0.9999232425362656,0.9999873053094868,0.9999624544725462,0.9999773825685329,0.9999812142357092,0.9999563413240262,0.9999784871960747,0.9999886837194863,0.9999549813123908,0.9999775770959021,0.9999537588653589,0.9999644960020155,0.9999824262680822,0.9999912775121567,0.9999666743145865,0.999959778878082,0.9999426590629854,0.9999568453795159,0.9999394009848159,0.9999621050024372,0.9999046947670315,0.999976552632149,0.9998678783105586,0.9999221990006563,0.9999606952467385
S044_001,0.9999407045726575,0.9999040232827819,0.9999347965754187,0.9999709236829787,0.9999044710260502,0.9998570222578715,0.9999762728791087,0.9999665641579742,0.9999093911839001,0.9999213781804455,0.999811381267559,0.9999485227147707,1.0,0.9998380805595998,0.9999198037404012,0.9999256567603652,0.9993495679444121,0.9999229856812369,0.9999495298294417,0.9999693120772691,0.9999587426287109,0.999890409187699,0.9998803032433065,0.999847449612108,0.9999156555298815,0.9999169436778943,0.9999763785263797,0.9998834920312439,0.9998363709753348,0.9999916431043798,0.9999411389351472,0.9999472475755868,0.9998934974627092,0.9999375165462542,0.9998281396049328,0.9999126473687535,0.9999245600153736,0.9999333829646841,0.9998835755411754,0.9999263821077221,0.9999281277656761,0.9999464220067559,0.9998760866109653
S045_001,0.9998366446216135,0.9998626772127298,0.9998277436298239,0.9998301329479745,0.9998184448245679,0.999841452504394,0.999857019183507,0.9998848528624763,0.9998029062380275,0.9997979853330234,0.9996849163909086,0.999809559787467,0.9998380805595998,1.0,0.9998540926603019,0.999738514060277,0.9989133991344765,0.9997860040271644,0.9998807693090815,0.9998453517802502,0.9999256962770793,0.9998368168302642,0.9997530268508801,0.9996223813690001,0.9996778465309996,0.9998443576954972,0.9998104773757265,0.999742634947871,0.9996511490205379,0.9998150653981009,0.9998024194962991,0.9998685546969618,0.9996790056098004,0.9998862546522973,0.9996343791797917,0.9998569108237054,0.999879493996678,0.9999213992850018,0.9999378702461277,0.9997684012431313,0.9999311846909407,0.999949883214546,0.9998586166406734
S050_001,0.9999750663273169,0.9999597171073136,0.9999214536177127,0.9999719920101575,0.9999291047220864,0.9998832654574735,0.9999669141673815,0.9999695017676978,0.9999635602301683,0.9999430109916162,0.9999190659024434,0.9999603540430464,0.9999198037404012,0.9998540926603019,1.0,0.9999458481809202,0.9993214472593202,0.9999517163697295,0.9999216202564596,0.999970138804426,0.9999773382855034,0.999954382923269,0.9999395606757848,0.9998886574650152,0.9999230097742913,0.9999735982691667,0.9998936493788332,0.9999355931495238,0.9998737087511135,0.9999290046872614,0.9999787183117953,0.9999632652656786,0.9998930491194182,0.9999914425409482,0.9998954375157965,0.9999134389870582,0.9999812203856335,0.9999564623624138,0.9998966713854307,0.9999613475585037,0.9999039232704707,0.9999374446835007,0.9999509361254583
S052_001,0.9999826785611154,0.9999343463222792,0.9999194563913328,0.9999741845274093,0.9999551687979003,0.9998165368790796,0.9999602843293087,0.9999635132046406,0.9999661565014856,0.9999670330502052,0.999948594550092,0.9999666918795017,0.9999256567603652,0.999738514060277,0.9999458481809202,1.0,0.9996167736350298,0.999988984472432,0.9998430940112126,0.9999479168120696,0.9999188402785659,0.9999515411187961,0.9999671691213874,0.9999356569553103,0.999974450216572,0.9999604811453361,0.9999373038818281,0.9999759019334753,0.9999329472281063,0.9999344457439512,0.9999472644831123,0.9999562190090477,0.9999643874268253,0.9999434263398598,0.9999640322832638,0.9998785083211544,0.9999351315751998,0.9998897885814303,0.9998000401153864,0.9999861400822277,0.9998186234929347,0.9998522217609346,0.9998896706486728
S055_001,0.9994658264333719,0.9994105296833367,0.9993560029319586,0.9994415916866138,0.9994746451441495,0.9990426150906172,0.9993647542525949,0.9994064357025658,0.9994201010856832,0.9994977511874488,0.9995049071615032,0.9994176346711259,0.9993495679444121,0.9989133991344765,0.9993214472593202,0.9996167736350298,1.0,0.9995576000750471,0.9990199858386837,0.99933603202715,0.9992380236875532,0.9994181583226053,0.9994839986729108,0.999521532761195,0.9995356456974868,0.9994086847664438,0.999414183456359,0.9995650289234337,0.9994772566383425,0.9993260316779861,0.9993424007614505,0.9993644687703752,0.9996088103537315,0.9993478824976614,0.9996594829287783,0.9991636157252504,0.9993496600254065,0.9991642098631073,0.9989271451080172,0.9995665090298944,0.9989948360356801,0.9990516699999179,0.9992312803896601
S058_001,0.9999888884576287,0.9999619666868085,0.999958434636384,0.9999818713759737,0.9999826258546298,0.9998810656489387,0.9999723008961267,0.999979633000093,0.9999864152674645,0.9999716934312115,0.9999668476605322,0.999985365514947,0.9999229856812369,0.9997860040271644,0.9999517163697295,0.999988984472432,0.9995576000750471,1.0,0.9998619722818229,0.9999620152985228,0.9999391462266205,0.9999827471749464,0.9999884585625701,0.9999541611659172,0.9999749002572123,0.9999862872141643,0.9999426275745582,0.999994092921927,0.9999565456123274,0.9999328382062571,0.9999580878139238,0.9999799529033228,0.9999777748011283,0.9999538294332924,0.999973807163521,0.9999200608466446,0.9999391396331548,0.9999285674048644,0.9998520204085612,0.9999891735603481,0.9998269566839181,0.9998788128506088,0.9999379171874427
S064_001,0.9999088820103644,0.9998873084749104,0.9999158360541902,0.999933635611887,0.9998737240168055,0.9998998121236423,0.9999526290213526,0.9999317746415866,0.9998988669763187,0.9998444121402338,0.9997863748890535,0.9999232425362656,0.9999495298294417,0.9998807693090815,0.9999216202564596,0.9998430940112126,0.9990199858386837,0.9998619722818229,1.0,0.9999478819731797,0.9999621961448578,0.9998785011861608,0.9998471440686494,0.9997836523226514,0.9998502625555692,0.9999036695410773,0.9999041900099312,0.9998286485732756,0.9997865590496848,0.9999626565183724,0.9999272656576198,0.9999363899686209,0.9997993153084682,0.999928498872178,0.9997403791492473,0.9999202407490115,0.9999187549335244,0.9999540196517154,0.9999605396363417,0.9998540470893884,0.9999698106739829,0.9999815752224083,0.9998934574054803
S066_001,0.9999679895636949,0.9999445552421465,0.9999685438924582,0.9999908264833984,0.9999376601683136,0.999935816544641,0.9999941369424248,0.9999863918813376,0.9999634710630767,0.9999630670011175,0.9998970220865592,0.9999873053094868,0.9999693120772691,0.9998453517802502,0.999970138804426,0.9999479168120696,0.99933603202715,0.9999620152985228,0.9999478819731797,1.0,0.9999829070449521,0.9999483288274384,0.9999476896188094,0.999928846379079,0.9999591332987796,0.999971938334106,0.9999612235724998,0.9999417840991385,0.9999139043683992,0.999974271289284,0.9999925669444464,0.999979054603488,0.9999406898548929,0.9999689018659209,0.9999002197887326,0.9999660521307238,0.9999434595664775,0.999978028162559,0.9999157206545488,0.9999689058101355,0.9999018189779446,0.9999535485120946,0.9999601146624357
S067_001,0.9999640525324507,0.9999581127617811,0.999950772526145,0.999974982197402,0.9999320935101134,0.9999263109822165,0.9999823536768052,0.9999861243002939,0.9999479092049756,0.9999394383886193,0.9998679771880925,0.9999624544725462,0.9999587426287109,0.9999256962770793,0.9999773382855034,0.9999188402785659,0.9992380236875532,0.9999391462266205,0.9999621961448578,0.9999829070449521,1.0,0.9999469959555842,0.9999175905709103,0.9998600853046219,0.999901260421631,0.9999665278148381,0.9999354634992911,0.9999120645087143,0.9998544067405722,0.9999558420883287,0.9999687758835462,0.9999754939698524,0.9998837293239327,0.9999854827002109,0.9998502238718743,0.9999520787212048,0.9999700561047169,0.999989578547823,0.9999514557778564,0.9999411464440896,0.9999499511648411,0.9999853443156049,0.999959033139717
S069_001,0.999982813069561,0.9999781293306544,0.9999639394468423,0.9999655790745041,0.9999918924722621,0.9999147898976385,0.9999612277613622,0.9999726673118514,0.9999924191877636,0.9999377839210783,0.9999715701736982,0.9999773825685329,0.999890409187699,0.9998368168302642,0.999954382923269,0.9999515411187961,0.9994181583226053,0.9999827471749464,0.9998785011861608,0.9999483288274384,0.9999469959555842,1.0,0.9999849242730717,0.9999237576350407,0.9999361378229453,0.9999954478073063,0.9999050181041585,0.9999838734424163,0.9999385678891768,0.9999075538365505,0.999944896198758,0.9999863596491362,0.9999387295376041,0.9999584790617152,0.999945222319925,0.9999285442636385,0.9999472913185938,0.9999489094536956,0.9999044111547778,0.9999592475458416,0.9998462864862442,0.9998997745121163,0.999963880452018
S071_001,0.9999747640349003,0.9999408689848817,0.999949374882748,0.9999611173228926,0.9999756883567544,0.9999027651341197,0.999957197280311,0.9999578576939612,0.9999920417507409,0.9999552011212133,0.9999865404164054,0.9999812142357092,0.9998803032433065,0.9997530268508801,0.9999395606757848,0.9999671691213874,0.9994839986729108,0.9999884585625701,0.9998471440686494,0.9999476896188094,0.9999175905709103,0.9999849242730717,1.0,0.9999658477158958,0.9999732254802578,0.9999836632680853,0.9999148922820515,0.9999927984634408,0.9999816886372865,0.999906756605416,0.999951025462999,0.9999743071607073,0.9999693512784503,0.9999282130707579,0.9999727098248643,0.9999299138421534,0.9999082645815172,0.999922342044858,0.999856769172023,0.9999686265623253,0.9997945072552704,0.9998576132098821,0.9999450105778294
S072_001,0.9999141617939883,0.9998860206087326,0.9999293950180276,0.999932407851287,0.9999128814500118,0.9998780974331959,0.999917508811353,0.9999083364535911,0.9999439652608759,0.9999319293803323,0.9999437673209329,0.9999563413240262,0.999847449612108,0.9996223813690001,0.9998886574650152,0.9999356569553103,0.999521532761195,0.9999541611659172,0.9997836523226514,0.999928846379079,0.9998600853046219,0.9999237576350407,0.9999658477158958,1.0,0.9999815593415277,0.9999374446396911,0.9998830772334977,0.9999663009846028,0.9999751625128281,0.9998709009542046,0.9999445026374234,0.9999167623108122,0.9999847630605386,0.9998715216461788,0.9999736030631221,0.999896975605498,0.9998320432655492,0.9998730103872788,0.9997604863151046,0.9999587894213171,0.9996809007384851,0.9997794761455218,0.9999175343326802
S075_001,0.9999551468170861,0.9999018527291069,0.9999381687942492,0.9999680299012945,0.9999353090397655,0.9998683615205364,0.9999595030229835,0.9999449585402941,0.999964379508149,0.9999560266067,0.9999445464353639,0.9999784871960747,0.9999156555298815,0.9996778465309996,0.9999230097742913,0.999974450216572,0.9995356456974868,0.9999749002572123,0.9998502625555692,0.9999591332987796,0.999901260421631,0.9999361378229453,0.9999732254802578,0.9999815593415277,1.0,0.9999517226276481,0.9999384685479697,0.9999708554723841,0.9999710780527357,0.9999377135026463,0.999964330162633,0.9999492545355868,0.9999840175131547,0.9999086835499428,0.9999638292202788,0.9999126912612738,0.999882488118427,0.9998952507066383,0.9998024826716638,0.9999748241746139,0.9997761913957895,0.9998376958716194,0.9999059955218396
S077_001,0.9999878726799635,0.9999828499253911,0.9999731354044266,0.9999823580014965,0.9999841697660629,0.999926964654655,0.9999771086756553,0.9999841539582796,0.9999940085514996,0.9999529278478455,0.9999634413384668,0.9999886837194863,0.9999169436778943,0.9998443576954972,0.9999735982691667,0.9999604811453361,0.9994086847664438,0.9999862872141643,0.9999036695410773,0.999971938334106,0.9999665278148381,0.9999954478073063,0.9999836632680853,0.9999374446396911,0.9999517226276481,1.0,0.9999207963229374,0.9999832065311896,0.9999376492009588,0.9999302882870811,0.9999712787860919,0.9999909366614225,0.9999482487071356,0.9999754916328185,0.9999464687028847,0.9999424985577544,0.9999604587858945,0.999965269692142,0.9999110932699274,0.9999749844557232,0.9998657360086949,0.9999206428569319,0.9999758958308334
S078_001,0.9999409795658891,0.9998804578911299,0.9999348879961603,0.9999594195390856,0.9999189691635709,0.9998776618532106,0.9999741532036299,0.9999662518869229,0.9999206829126123,0.9999541449394151,0.9998422962628464,0.9999549813123908,0.9999763785263797,0.9998104773757265,0.9998936493788332,0.9999373038818281,0.999414183456359,0.9999426275745582,0.9999041900099312,0.9999612235724998,0.9999354634992911,0.9999050181041585,0.9999148922820515,0.9998830772334977,0.9999384685479697,0.9999207963229374,1.0,0.999907854362114,0.9999016648431609,0.9999744565556054,0.9999268077693927,0.9999546677334356,0.9999309557649088,0.9999027002106432,0.9998622673148272,0.9999430398688767,0.9998794609470231,0.999926061041811,0.999871195941798,0.9999307510070634,0.9998797327155654,0.9999151797494316,0.9998774216250811
S081_001,0.9999750464585905,0.9999581930613037,0.9999543188948788,0.9999654054596833,0.9999815084170554,0.9998768727103726,0.9999503804098213,0.9999583296432966,0.9999857836478568,0.9999503952367302,0.9999831458184328,0.9999775770959021,0.9998834920312439,0.999742634947871,0.9999355931495238,0.9999759019334753,0.9995650289234337,0.999994092921927,0.9998286485732756,0.9999417840991385,0.9999120645087143,0.9999838734424163,0.9999927984634408,0.9999663009846028,0.9999708554723841,0.9999832065311896,0.999907854362114,1.0,0.9999650110869331,0.9999004449872652,0.9999459007454651,0.9999669094590297,0.9999785617123594,0.9999351888248499,0.9999872390566759,0.9999020532305544,0.9999188003774576,0.9999089922096072,0.9998283717430781,0.9999804958518614,0.999776793754893,0.9998414511981261,0.9999383543635971
S082_001,0.9999241319931037,0.999865775823502,0.9999167887619688,0.9999181675693408,0.9999306723676644,0.9998872306884377,0.9999207450341958,0.999910640017788,0.9999558588538905,0.9999355316881229,0.9999585854514932,0.9999537588653589,0.9998363709753348,0.9996511490205379,0.9998737087511135,0.9999329472281063,0.9994772566383425,0.9999565456123274,0.9997865590496848,0.9999139043683992,0.9998544067405722,0.9999385678891768,0.9999816886372865,0.9999751625128281,0.9999710780527357,0.9999376492009588,0.9999016648431609,0.9999650110869331,1.0,0.9998717129587047,0.9999163243629825,0.9999336159467079,0.999969392370688,0.9998510090708806,0.9999569670624572,0.9999197946284275,0.9998166990510456,0.9998741684899937,0.9997969825565671,0.9999331623559222,0.9997067330450411,0.9997893456675719,0.9999026892873085
S087_001,0.9999528849293448,0.9999029489072159,0.9999414796877638,0.9999761682557293,0.9999191123020685,0.9998745143747784,0.9999844714734799,0.9999656018790852,0.9999345517396906,0.9999193787530929,0.9998479938338449,0.9999644960020155,0.9999916431043798,0.9998150653981009,0.9999290046872614,0.9999344457439512,0.9993260316779861,0.9999328382062571,0.9999626565183724,0.999974271289284,0.9999558420883287,0.9999075538365505,0.999906756605416,0.9998709009542046,0.9999377135026463,0.9999302882870811,0.9999744565556054,0.9999004449872652,0.9998717129587047,1.0,0.999952526447263,0.999961093907955,0.9999022738564995,0.9999356339228018,0.9998448295162838,0.9999262695825696,0.9999238494597074,0.999936279676798,0.9998990258829258,0.9999272561893737,0.9999281902145036,0.9999446122435508,0.9998849122960357
S089_001,0.999962088025703,0.9999422927950194,0.9999545228738259,0.9999840544644802,0.9999254031202107,0.9999226226725639,0.9999799768656883,0.9999700786027105,0.9999647750101429,0.9999545676603496,0.9999142894130886,0.9999824262680822,0.9999411389351472,0.9998024194962991,0.9999787183117953,0.9999472644831123,0.9993424007614505,0.9999580878139238,0.9999272656576198,0.9999925669444464,0.9999687758835462,0.999944896198758,0.999951025462999,0.9999445026374234,0.999964330162633,0.9999712787860919,0.9999268077693927,0.9999459007454651,0.9999163243629825,0.999952526447263,1.0,0.9999653382315781,0.9999394378361969,0.9999682002714388,0.9999156146105685,0.9999462051185672,0.9999418381688664,0.9999627939309491,0.9998872771649355,0.9999732628048046,0.9998683945381618,0.9999267839593482,0.9999624362117747
S090_001,0.9999890632476869,0.9999665409177916,0.9999763193095081,0.9999858442258208,0.9999833175891941,0.9999344906640885,0.9999913895669198,0.999991923458446,0.9999894081749662,0.9999524847132424,0.9999394437631193,0.9999912775121567,0.9999472475755868,0.9998685546969618,0.9999632652656786,0.9999562190090477,0.9993644687703752,0.9999799529033228,0.9999363899686209,0.999979054603488,0.9999754939698524,0.9999863596491362,0.9999743071607073,0.9999167623108122,0.9999492545355868,0.9999909366614225,0.9999546677334356,0.9999669094590297,0.9999336159467079,0.999961093907955,0.9999653382315781,1.0,0.9999384361827788,0.9999677672423585,0.9999164681237873,0.9999612072791859,0.9999543326032463,0.999973971110747,0.9999394638173368,0.9999600248865881,0.9999067656644205,0.999947744445571,0.9999603040339241
S092_001,0.9999397481029518,0.9999101520710391,0.9999467061653342,0.9999539692350193,0.9999425280809157,0.999867405748113,0.9999401278057696,0.9999407220004823,0.9999499065871224,0.999957634088086,0.9999370130064918,0.9999666743145865,0.9998934974627092,0.9996790056098004,0.9998930491194182,0.9999643874268253,0.9996088103537315,0.9999777748011283,0.9997993153084682,0.9999406898548929,0.9998837293239327,0.9999387295376041,0.9999693512784503,0.9999847630605386,0.9999840175131547,0.9999482487071356,0.9999309557649088,0.9999785617123594,0.999969392370688,0.9999022738564995,0.9999394378361969,0.9999384361827788,1.0,0.999892341159158,0.9999791265481229,0.9999031810356485,0.9998604657641248,0.9998855489908658,0.9997767864967659,0.9999763158770527,0.9997254989540318,0.9998083404539875,0.9999105565929539
S100_001,0.9999769347975674,0.9999809919003557,0.9999395929372115,0.999978097190815,0.9999439332889489,0.999879913391206,0.9999692524478827,0.9999795464193261,0.9999580612121582,0.9999339705109993,0.9999024980107243,0.999959778878082,0.9999375165462542,0.9998862546522973,0.9999914425409482,0.9999434263398598,0.9993478824976614,0.9999538294332924,0.999928498872178,0.9999689018659209,0.9999854827002109,0.9999584790617152,0.9999282130707579,0.9998715216461788,0.9999086835499428,0.9999754916328185,0.9999027002106432,0.9999351888248499,0.9998510090708806,0.9999356339228018,0.9999682002714388,0.9999677672423585,0.999892341159158,1.0,0.9998886187851783,0.9999052716436234,0.9999941268933178,0.9999616558073722,0.9999058334356902,0.9999612207072109,0.9999182322187101,0.9999491761714964,0.9999506750551155
S106_001,0.9999372265080498,0.9999163949237074,0.9999090726043225,0.9999289909186105,0.9999411588145464,0.999814013760961,0.9999028208793779,0.9999123809594841,0.9999510147325429,0.9999327716043003,0.9999725619342168,0.9999426590629854,0.9998281396049328,0.9996343791797917,0.9998954375157965,0.9999640322832638,0.9996594829287783,0.999973807163521,0.9997403791492473,0.9999002197887326,0.9998502238718743,0.999945222319925,0.9999727098248643,0.9999736030631221,0.9999638292202788,0.9999464687028847,0.9998622673148272,0.9999872390566759,0.9999569670624572,0.9998448295162838,0.9999156146105685,0.9999164681237873,0.9999791265481229,0.9998886187851783,1.0,0.9998447469176076,0.9998670943740505,0.9998441718471595,0.9997279044163379,0.9999705776825956,0.9996743293328565,0.9997537799846392,0.999895210565279
