,S011_004,S032_004,S046_004,S050_004,S054_004,S059_004,S062_004,S065_004,S068_004,S074_004,S084_004,S091_004,S095_004,S102_004,S107_004,S108_004,S110_004,S111_004,S113_004,S114_004,S115_004,S116_004,S117_004,S118_004,S119_004,S121_004,S124_004,S125_004
S084_004,0.9995803695606686,0.9998720457159727,0.9999348100770895,0.9998746811811104,0.9998388929800075,0.9999118897342588,0.9997639949954963,0.999881624785005,0.9998526380936881,0.9998406957102146,1.0,0.999908790319855,0.9998754087218074,0.9999037165219726,0.9994407221221626,0.9999240185542012,0.9999524398095222,0.9998448831166873,0.9998796064793859,0.9998648028915471,0.9997517584160414,0.9999413705732867,0.9999280220271398,0.9998868729067364,0.9998863141172182,0.9998937267550219,0.9999534906477012,0.9999291037236704
S091_004,0.9992277060695194,0.9998095706868618,0.9998678709533669,0.999935478773479,0.9997523820248393,0.9998851411083598,0.9999241365601215,0.9998297084880315,0.9999405906503888,0.9997562117799925,0.999908790319855,1.0,0.9997733809329535,0.9998787765455001,0.9992995882290819,0.9998490641685018,0.9997744506323745,0.9998538924071282,0.9998341082043073,0.999860209000207,0.9996697810573547,0.9998971078146762,0.9998995847727173,0.9998451018147932,0.9998692720211652,0.9998839485425306,0.9999243684219205,0.9997667450168276
S095_004,0.9997780561102105,0.9999642115879168,0.9999458803683374,0.9999070001442996,0.999923905957057,0.9998901451095353,0.9997312997984129,0.9999591980151801,0.999848001018709,0.99994088638159,0.9998754087218074,0.9997733809329535,1.0,0.9999578823750711,0.9997868906890361,0.9999590561631334,0.9999444510934676,0.9999320113331791,0.999960106700391,0.9999527333409661,0.9999306929518093,0.9999666052331357,0.9999386370511218,0.9999710437230603,0.9999528176355477,0.999953242868637,0.9999248010448157,0.9999379833039876
S102_004,0.999580645395096,0.9999388487400784,0.9999497155325406,0.9999611792799188,0.9999022473191556,0.9999447714787782,0.9998364188055755,0.9999468083380005,0.9999064500075694,0.9999385069882265,0.9999037165219726,0.9998787765455001,0.9999578823750711,1.0,0.9996413510481376,0.9999388054644069,0.9999081900742781,0.9999737843433264,0.9999341110807634,0.9999632081308105,0.9998485951737097,0.9999810883208146,0.9999737469973772,0.9999637649099374,0.9999880512346335,0.9999565206762373,0.9999671717401114,0.9998918080276614
S107_004,0.999679216591562,0.9998290846381137,0.9997224014884903,0.9996285792282542,0.9998400666457053,0.9994892837129092,0.9994269409577626,0.9998081550978631,0.9995343474920568,0.999804858289878,0.9994407221221626,0.9992995882290819,0.9997868906890361,0.9996413510481376,1.0,0.9997487113203717,0.9996293161890536,0.9996747697081209,0.9998064077119262,0.9997645469134451,0.9999205437326075,0.9996842457100447,0.9996601706938201,0.9997754056824102,0.999701867548041,0.9997331073899499,0.9996115001326881,0.9996856810506908
S108_004,0.9997092293617722,0.9999830762558425,0.9999888020267274,0.9999312203248519,0.9999591598610786,0.9998652625010563,0.9998214892334877,0.9999849477073075,0.999891470804457,0.9999318507790135,0.9999240185542012,0.9998490641685018,0.9999590561631334,0.9999388054644069,0.9997487113203717,1.0,0.9999347038697446,0.9999128742594193,0.9999785094583036,0.9999748079391854,0.9999370000825023,0.9999791496150529,0.999949515899769,0.9999851712619772,0.9999427549191645,0.9999838326766864,0.9999620150132226,0.9999700052370314
S110_004,0.9997792712481646,0.9999099819634467,0.9999382360426075,0.9998323543288651,0.9998880084460365,0.9998934708591088,0.9996446834775428,0.9999082044115017,0.9997825377937087,0.9999023971998582,0.9999524398095222,0.9997744506323745,0.9999444510934676,0.9999081900742781,0.9996293161890536,0.9999347038697446,1.0,0.9998548299275799,0.9999065176658157,0.9998705672222055,0.9998349709109786,0.9999412753950926,0.9999219299629994,0.9999061472503225,0.9998987690335647,0.9998861741153289,0.9999228572089526,0.9999629391156222
S111_004,0.9994932012997375,0.9999280573959763,0.9999389210068793,0.9999613998272325,0.9999013905555835,0.999885122288371,0.9998833107416882,0.9999385575037598,0.999943832050559,0.9999322285714886,0.9998448831166873,0.9998538924071282,0.9999320113331791,0.9999737843433264,0.9996747697081209,0.9999128742594193,0.9998548299275799,1.0,0.9999257394157964,0.9999650661616839,0.9998447197125709,0.9999681904314577,0.9999530682256436,0.9999347592948775,0.9999878891035606,0.9999335403603791,0.999925312262806,0.9998223514307447
S113_004,0.9996542413738138,0.9999957435937655,0.9999750923870615,0.9999513819527012,0.9999718409014984,0.9998878947238737,0.9998271093032944,0.9999937620870808,0.999901697650683,0.9999591609991504,0.9998796064793859,0.9998341082043073,0.999960106700391,0.9999341110807634,0.9998064077119262,0.9999785094583036,0.9999065176658157,0.9999257394157964,1.0,0.9999756766674249,0.9999679556691438,0.9999691171374603,0.9999653940539263,0.9999844185113509,0.999957501002954,0.9999811753055088,0.9999555554539132,0.9999210214370435
S114_004,0.9995945097622196,0.9999802037456959,0.99997318691141,0.9999721925666333,0.9999527577555769,0.9998668640620253,0.9998894197081833,0.9999857428692225,0.9999353691232337,0.999942555201842,0.9998648028915471,0.999860209000207,0.9999527333409661,0.9999632081308105,0.9997645469134451,0.9999748079391854,0.9998705672222055,0.9999650661616839,0.9999756766674249,1.0,0.9999317284931908,0.9999789526361649,0.9999564519042957,0.9999879580306833,0.9999744489053043,0.9999898302986915,0.999953075243344,0.9999002694512341
S115_004,0.9997252116695532,0.9999718789073966,0.9999126060309537,0.99986196116108,0.9999535779309979,0.9997646983573241,0.9997048367139403,0.999960641465477,0.9997907403920177,0.99992119622933,0.9997517584160414,0.9996697810573547,0.9999306929518093,0.9998485951737097,0.9999205437326075,0.9999370000825023,0.9998349709109786,0.9998447197125709,0.9999679556691438,0.9999317284931908,1.0,0.9998922206261204,0.999876468858387,0.9999489959634785,0.9998809062968181,0.999933947950894,0.9998611520045605,0.9998840982581503
S116_004,0.9996293709341466,0.9999690665179545,0.9999874500618678,0.9999654589248119,0.9999395429610788,0.9999230388751392,0.9998634018963493,0.9999755496962697,0.9999371433400058,0.9999457482533124,0.9999413705732867,0.9998971078146762,0.9999666052331357,0.9999810883208146,0.9996842457100447,0.9999791496150529,0.9999412753950926,0.9999681904314577,0.9999691171374603,0.9999789526361649,0.9998922206261204,1.0,0.9999809625755353,0.99997660584879,0.9999835544110284,0.9999766066422301,0.999978354787762,0.9999326988713316
S117_004,0.9995434459716039,0.9999617229271794,0.9999723746607183,0.9999694696062736,0.9999422420318341,0.9999633725932825,0.9998490167380114,0.9999683757208762,0.9999159410843955,0.9999653551563518,0.9999280220271398,0.9998995847727173,0.9999386370511218,0.9999737469973772,0.9996601706938201,0.999949515899769,0.9999219299629994,0.9999530682256436,0.9999653940539263,0.9999564519042957,0.999876468858387,0.9999809625755353,1.0,0.9999622610703627,0.9999860371051565,0.9999581608684095,0.9999896069173507,0.9998960896546955
S118_004,0.9996750644998884,0.9999888757257221,0.999972708569023,0.9999564818702185,0.9999569809279268,0.9998957667695757,0.9998283568097696,0.9999894860819583,0.9998923327854493,0.9999499989296248,0.9998868729067364,0.9998451018147932,0.9999710437230603,0.9999637649099374,0.9997754056824102,0.9999851712619772,0.9999061472503225,0.9999347592948775,0.9999844185113509,0.9999879580306833,0.9999489959634785,0.99997660584879,0.9999622610703627,1.0,0.999964633518638,0.9999945132171647,0.9999661334438478,0.9999407585381179
S119_004,0.9995490889104036,0.9999603531431493,0.9999653877538657,0.9999719942094853,0.9999394928359226,0.9999324052419725,0.9998624407870427,0.9999680014876424,0.9999269898296095,0.9999683973052186,0.9998863141172182,0.9998692720211652,0.9999528176355477,0.9999880512346335,0.999701867548041,0.9999427549191645,0.9998987690335647,0.9999878891035606,0.999957501002954,0.9999744489053043,0.9998809062968181,0.9999835544110284,0.9999860371051565,0.999964633518638,1.0,0.9999577145373355,0.9999661148948948,0.999873945244748
S121_004,0.9996198133974888,0.9999795164906705,0.9999701761061697,0.9999713815952984,0.9999398188466889,0.9998895999318715,0.9998727094034491,0.9999825058328315,0.9999242887691348,0.9999245036813804,0.9998937267550219,0.9998839485425306,0.999953242868637,0.9999565206762373,0.9997331073899499,0.9999838326766864,0.9998861741153289,0.9999335403603791,0.9999811753055088,0.9999898302986915,0.999933947950894,0.9999766066422301,0.9999581608684095,0.9999945132171647,0.9999577145373355,1.0,0.9999672707031362,0.9999262332378039
S124_004,0.9995510306551405,0.999953688934099,0.999974446702845,0.9999636825704066,0.9999295643416707,0.9999552557922393,0.999852993284001,0.9999621222389485,0.9999072596262253,0.999937832280228,0.9999534906477012,0.9999243684219205,0.9999248010448157,0.9999671717401114,0.9996115001326881,0.9999620150132226,0.9999228572089526,0.999925312262806,0.9999555554539132,0.999953075243344,0.9998611520045605,0.999978354787762,0.9999896069173507,0.9999661334438478,0.9999661148948948,0.9999672707031362,1.0,0.9999236153777847
S125_004,0.9998176666587744,0.9999326152726908,0.9999464896609872,0.9998345449399881,0.9999084610031584,0.9998359747132387,0.9996666250088151,0.9999300407609264,0.9997702108800262,0.9998833336937902,0.9999291037236704,0.9997667450168276,0.9999379833039876,0.9998918080276614,0.9996856810506908,0.9999700052370314,0.9999629391156222,0.9998223514307447,0.9999210214370435,0.9999002694512341,0.9998840982581503,0.9999326988713316,0.9998960896546955,0.9999407585381179,0.999873945244748,0.9999262332378039,0.9999236153777847,1.0
